token_index,token,label,is_switch_point,switch_to,iob_label
2867,pa,auto,False,,I-auto
2868,dang,auto,False,,I-auto
2869,/,auto,False,,I-auto
2870,sgrib,auto,False,,I-auto
2871,pa,auto,False,,I-auto
2872,las,auto,False,,I-auto
2873,grol,auto,False,,I-auto
2874,ba,auto,False,,I-auto
2875,dang,auto,False,,I-auto
2876,/,auto,False,,I-auto
2877,nyon,auto,False,,I-auto
2878,mongs,auto,False,,I-auto
2879,pa,auto,False,,I-auto
2880,zhi,auto,False,,I-auto
2881,bar,auto,False,,I-auto
2882,byed,auto,False,,I-auto
2883,pa,auto,False,,I-auto
2884,dang,auto,False,,I-auto
2885,/,auto,False,,I-auto
2886,srid,auto,False,,I-auto
2887,pa,auto,False,,I-auto
2888,'joms,auto,False,,I-auto
2889,pa,auto,False,,I-auto
2890,dang,auto,False,,I-auto
2891,/,auto,False,,I-auto
2892,'khor,auto,False,,I-auto
2893,ba'i,auto,False,,I-auto
2894,pha,auto,False,,I-auto
2895,rol,auto,False,,I-auto
2896,phyin,auto,False,,I-auto
2897,pa,auto,False,,I-auto
2898,dang,auto,False,,I-auto
2899,/,auto,False,,I-auto
2900,chu,auto,False,,I-auto
2901,bo,auto,False,,I-auto
2902,las,auto,False,,I-auto
2903,brgal,auto,False,,I-auto
2904,ba,auto,False,,I-auto
2905,dang,auto,False,,I-auto
2906,/,auto,False,,I-auto
2907,srid,auto,False,,I-auto
2908,rtsa,auto,False,,I-auto
2909,bton,auto,False,,I-auto
2910,pa,auto,False,,I-auto
2911,la,auto,False,,I-auto
2912,sogs,auto,False,,I-auto
2913,pa,auto,False,,I-auto
2914,zag,auto,False,,I-auto
2915,pa,auto,False,,I-auto
2916,dang,auto,False,,I-auto
2917,bcas,auto,False,,I-auto
2918,pa'i,auto,False,,I-auto
2919,chos,auto,False,,I-auto
2920,kyi,auto,False,,I-auto
2921,dri,auto,False,,I-auto
2922,ma,auto,False,,I-auto
2923,dag,auto,False,,I-auto
2924,pa'i,auto,False,,I-auto
2925,sgo,auto,False,,I-auto
2926,nas,auto,False,,I-auto
2927,brjod,auto,False,,I-auto
2928,pa,auto,False,,I-auto
2929,dang,auto,False,,I-auto
2930,/,auto,False,,I-auto
2931,gzhan,auto,False,,I-auto
2932,yang,auto,False,,I-auto
2933,dag,auto,False,,I-auto
2934,pa,auto,False,,I-auto
2935,rnam,auto,False,,I-auto
2936,pa,auto,False,,I-auto
2937,bcu,auto,False,,I-auto
2938,gnyis,auto,False,,I-auto
2939,'chang,auto,False,,I-auto
2940,dang,auto,False,,I-auto
2941,/,auto,False,,I-auto
2942,rnam,auto,False,,I-auto
2943,dag,auto,False,,I-auto
2944,phung,auto,False,,I-auto
2945,po,auto,False,,I-auto
2946,lnga,auto,False,,I-auto
2947,'chang,auto,False,,I-auto
2948,dang,auto,False,,I-auto
2949,/,auto,False,,I-auto
2950,pha,auto,False,,I-auto
2951,rol,auto,False,,I-auto
2952,phyin,auto,False,,I-auto
2953,bcu,auto,False,,I-auto
2954,dag,auto,False,,I-auto
2955,pa,auto,False,,I-auto
2956,dang,auto,False,,I-auto
2957,/,auto,False,,I-auto
2958,shes,auto,False,,I-auto
2959,bcu,auto,False,,I-auto
2960,rnam,auto,False,,I-auto
2961,dag,auto,False,,I-auto
2962,'chang,auto,False,,I-auto
2963,ba,auto,False,,I-auto
2964,la,auto,False,,I-auto
2965,srtsogs,auto,False,,I-auto
2966,te,auto,False,,I-auto
2967,/,auto,False,,I-auto
2968,zag,auto,False,,I-auto
2969,pa,auto,False,,I-auto
2970,med,auto,False,,I-auto
2971,pa'i,auto,False,,I-auto
2972,chos,auto,False,,I-auto
2973,rnams,auto,False,,I-auto
2974,kyang,auto,False,,I-auto
2975,/,auto,False,,I-auto
2976,mthar,auto,False,,I-auto
2977,phyin,auto,False,,I-auto
2978,pa'i,auto,False,,I-auto
2979,sgo,auto,False,,I-auto
2980,nas,auto,False,,I-auto
2981,/,auto,False,,I-auto
2982,shin,auto,False,,I-auto
2983,tu,auto,False,,I-auto
2984,rnam,auto,False,,I-auto
2985,par,auto,False,,I-auto
2986,dag,auto,False,,I-auto
2987,pa'i,auto,False,,I-auto
2988,mtshan,auto,False,,I-auto
2989,nyid,auto,False,,I-auto
2990,du,auto,False,,I-auto
2991,ston,auto,False,,I-auto
2992,ste,auto,False,,I-auto
2993,/,auto,False,,I-auto
2994,/,auto,False,,I-auto
2995,de,auto,False,,I-auto
2996,ltar,auto,False,,I-auto
2997,chos,auto,False,,I-auto
2998,thams,auto,False,,I-auto
2999,cad,auto,False,,I-auto
3000,rnam,auto,False,,I-auto
3001,par,auto,False,,I-auto
3002,dag,auto,False,,I-auto
3003,pa'i,auto,False,,I-auto
3004,yon,auto,False,,I-auto
3005,tan,auto,False,,I-auto
3006,ston,auto,False,,I-auto
3007,pa'i,auto,False,,I-auto
3008,phyir,auto,False,,I-auto
3009,/,auto,False,,I-auto
3010,ming,auto,False,,I-auto
3011,gang,auto,False,,I-auto
3012,smos,auto,False,,I-auto
3013,pa,auto,False,,I-auto
3014,de,auto,False,,I-auto
3015,dag,auto,False,,I-auto
3016,thams,auto,False,,I-auto
3017,cad,auto,False,,I-auto
3018,kyang,auto,False,,I-auto
3019,de'i,auto,False,,I-auto
3020,mtshan,auto,False,,I-auto
3021,du,auto,False,,I-auto
3022,'gyur,auto,False,,I-auto
3023,ro,auto,False,,I-auto
3024,/,auto,False,,I-auto
3025,/,auto,False,,I-auto
3026,de,auto,False,,I-auto
3027,la,auto,False,,I-auto
3028,ji,auto,False,,I-auto
3029,ltar,auto,False,,I-auto
3030,na,auto,False,,I-auto
3031,chos,auto,False,,I-auto
3032,thams,auto,False,,I-auto
3033,cad,auto,False,,I-auto
3034,kyi,auto,False,,I-auto
3035,dbang,auto,False,,I-auto
3036,phyug,auto,False,,I-auto
3037,yin,auto,False,,I-auto
3038,zhe,auto,False,,I-auto
3039,na,auto,False,,I-auto
3040,/,auto,False,,I-auto
3041,'di,auto,False,,I-auto
3042,nyid,auto,False,,I-auto
3043,du,auto,False,,I-auto
3044,gsungs,auto,False,,I-auto
3045,pa,auto,False,,I-auto
3046,/,auto,False,,I-auto
3047,chos,allo,True,allo,B-allo
3048,kyi,allo,False,,I-allo
3049,dbang,allo,False,,I-allo
3050,phyug,allo,False,,I-allo
3051,chos,allo,False,,I-allo
3052,kyi,allo,False,,I-allo
3053,rgyal,allo,False,,I-allo
3054,/,allo,False,,I-allo
3055,/,allo,False,,I-allo
3056,zhes,auto,True,auto,B-auto
3057,bya,auto,False,,I-auto
3058,ba,auto,False,,I-auto
3059,la,auto,False,,I-auto
3060,sogs,auto,False,,I-auto
3061,pa,auto,False,,I-auto
3062,lta,auto,False,,I-auto
3063,bu,auto,False,,I-auto
3064,chos,auto,False,,I-auto
3065,thams,auto,False,,I-auto
3066,cad,auto,False,,I-auto
3067,la,auto,False,,I-auto
3068,mnga',auto,False,,I-auto
3069,ba,auto,False,,I-auto
3070,brnyes,auto,False,,I-auto
3071,shing,auto,False,,I-auto
3072,/,auto,False,,I-auto
3073,de,auto,False,,I-auto
3074,la,auto,False,,I-auto
3075,dbang,auto,False,,I-auto
3076,bsgyur,auto,False,,I-auto
3077,ba,auto,False,,I-auto
3078,dang,auto,False,,I-auto
3079,/,auto,False,,I-auto
3080,chos,auto,False,,I-auto
3081,kyi,auto,False,,I-auto
3082,rgyal,auto,False,,I-auto
3083,po,auto,False,,I-auto
3084,dang,auto,False,,I-auto
3085,/,auto,False,,I-auto
3086,gtso,auto,False,,I-auto
3087,bo,auto,False,,I-auto
3088,dang,auto,False,,I-auto
3089,/,auto,False,,I-auto
3090,bdag,auto,False,,I-auto
3091,por,auto,False,,I-auto
3092,ston,auto,False,,I-auto
3093,pa'i,auto,False,,I-auto
3094,sgo,auto,False,,I-auto
3095,nas,auto,False,,I-auto
3096,/,auto,False,,I-auto
3097,yon,auto,False,,I-auto
3098,tan,auto,False,,I-auto
3099,brjod,auto,False,,I-auto
3100,pa'i,auto,False,,I-auto
3101,ming,auto,False,,I-auto
3102,thams,auto,False,,I-auto
3103,cad,auto,False,,I-auto
3104,kyang,auto,False,,I-auto
3105,de'i,auto,False,,I-auto
3106,mtshan,auto,False,,I-auto
3107,du,auto,False,,I-auto
3108,'gyur,auto,False,,I-auto
3109,ro,auto,False,,I-auto
3110,/,auto,False,,I-auto
3111,/,auto,False,,I-auto
3112,de,auto,False,,I-auto
3113,la,auto,False,,I-auto
3114,ji,auto,False,,I-auto
3115,ltar,auto,False,,I-auto
3116,na,auto,False,,I-auto
3117,des,auto,False,,I-auto
3118,chos,auto,False,,I-auto
3119,thams,auto,False,,I-auto
3120,cad,auto,False,,I-auto
3121,bskyed,auto,False,,I-auto
3122,pa,auto,False,,I-auto
3123,yin,auto,False,,I-auto
3124,zhe,auto,False,,I-auto
3125,na,auto,False,,I-auto
3126,/,auto,False,,I-auto
3127,'di,auto,False,,I-auto
3128,nyid,auto,False,,I-auto
3129,du,auto,False,,I-auto
3130,gsungs,auto,False,,I-auto
3131,pa,auto,False,,I-auto
3132,/,auto,False,,I-auto
3133,sangs,allo,True,allo,B-allo
3134,rgyas,allo,False,,I-allo
3135,thams,allo,False,,I-allo
3136,cad,allo,False,,I-allo
3137,bsyked,allo,False,,I-allo
3138,pa,allo,False,,I-allo
3139,po,allo,False,,I-allo
3140,/,allo,False,,I-allo
3141,/,allo,False,,I-allo
3142,'byung,allo,False,,I-allo
3143,ba,allo,False,,I-allo
3144,chen,allo,False,,I-allo
3145,po,allo,False,,I-allo
3146,rgyu,allo,False,,I-allo
3147,gcig,allo,False,,I-allo
3148,pa,allo,False,,I-allo
3149,/,allo,False,,I-allo
3150,/,allo,False,,I-allo
3151,sna,allo,False,,I-allo
3152,tshogs,allo,False,,I-allo
3153,don,allo,False,,I-allo
3154,kun,allo,False,,I-allo
3155,bskyed,allo,False,,I-allo
3156,pa,allo,False,,I-allo
3157,po,allo,False,,I-allo
3158,/,allo,False,,I-allo
3159,/,allo,False,,I-allo
3160,gsang,allo,False,,I-allo
3161,sngags,allo,False,,I-allo
3162,don,allo,False,,I-allo
3163,kun,allo,False,,I-allo
3164,bskyed,allo,False,,I-allo
3165,pa,allo,False,,I-allo
3166,po,allo,False,,I-allo
3167,la,auto,True,auto,B-auto
3168,sogs,auto,False,,I-auto
3169,pa,auto,False,,I-auto
3170,/,auto,False,,I-auto
3171,chos,auto,False,,I-auto
3172,thams,auto,False,,I-auto
3173,cad,auto,False,,I-auto
3174,'phags,auto,False,,I-auto
3175,pa,auto,False,,I-auto
3176,'jam,auto,False,,I-auto
3177,dpal,auto,False,,I-auto
3178,las,auto,False,,I-auto
3179,byung,auto,False,,I-auto
3180,bar,auto,False,,I-auto
3181,ston,auto,False,,I-auto
3182,pa,auto,False,,I-auto
3183,lta,auto,False,,I-auto
3184,bu,auto,False,,I-auto
3185,ste,auto,False,,I-auto
3186,/,auto,False,,I-auto
3187,'di,auto,False,,I-auto
3188,ltar,auto,False,,I-auto
3189,de,auto,False,,I-auto
3190,bzhin,auto,False,,I-auto
3191,nyid,auto,False,,I-auto
3192,kyi,auto,False,,I-auto
3193,phyir,auto,False,,I-auto
3194,/,auto,False,,I-auto
3195,chos,auto,False,,I-auto
3196,thams,auto,False,,I-auto
3197,cad,auto,False,,I-auto
3198,bskyed,auto,False,,I-auto
3199,pa,auto,False,,I-auto
3200,yin,auto,False,,I-auto
3201,pa,auto,False,,I-auto
3202,dang,auto,False,,I-auto
3203,/,auto,False,,I-auto
3204,thabs,auto,False,,I-auto
3205,dang,auto,False,,I-auto
3206,shes,auto,False,,I-auto
3207,rab,auto,False,,I-auto
3208,kyi,auto,False,,I-auto
3209,phyir,auto,False,,I-auto
3210,sangs,auto,False,,I-auto
3211,rgyas,auto,False,,I-auto
3212,thams,auto,False,,I-auto
3213,cad,auto,False,,I-auto
3214,bskyed,auto,False,,I-auto
3215,pa,auto,False,,I-auto
3216,yin,auto,False,,I-auto
3217,pa,auto,False,,I-auto
3218,dang,auto,False,,I-auto
3219,/,auto,False,,I-auto
3220,'dul,auto,False,,I-auto
3221,ba'i,auto,False,,I-auto
3222,dbang,auto,False,,I-auto
3223,gi,auto,False,,I-auto
3224,phyir,auto,False,,I-auto
3225,sprul,auto,False,,I-auto
3226,pa,auto,False,,I-auto
3227,thams,auto,False,,I-auto
3228,cad,auto,False,,I-auto
3229,bskyed,auto,False,,I-auto
3230,pa,auto,False,,I-auto
3231,yin,auto,False,,I-auto
3232,te,auto,False,,I-auto
3233,/,auto,False,,I-auto
3234,de,auto,False,,I-auto
3235,lta,auto,False,,I-auto
3236,bu,auto,False,,I-auto
3237,la,auto,False,,I-auto
3238,sogs,auto,False,,I-auto
3239,pa,auto,False,,I-auto
3240,yon,auto,False,,I-auto
3241,tan,auto,False,,I-auto
3242,brjod,auto,False,,I-auto
3243,pa'i,auto,False,,I-auto
3244,phyir,auto,False,,I-auto
3245,smos,auto,False,,I-auto
3246,pa'i,auto,False,,I-auto
3247,ming,auto,False,,I-auto
3248,thams,auto,False,,I-auto
3249,cad,auto,False,,I-auto
3250,kyang,auto,False,,I-auto
3251,de'i,auto,False,,I-auto
3252,mtshan,auto,False,,I-auto
3253,du,auto,False,,I-auto
3254,'gyur,auto,False,,I-auto
3255,ro,auto,False,,I-auto
3256,/,auto,False,,I-auto
3257,/,auto,False,,I-auto
3258,de,auto,False,,I-auto
3259,la,auto,False,,I-auto
3260,ji,auto,False,,I-auto
3261,ltar,auto,False,,I-auto
3262,na,auto,False,,I-auto
3263,de,auto,False,,I-auto
3264,chos,auto,False,,I-auto
3265,thams,auto,False,,I-auto
3266,cad,auto,False,,I-auto
3267,las,auto,False,,I-auto
3268,skyes,auto,False,,I-auto
3269,pa,auto,False,,I-auto
3270,yin,auto,False,,I-auto
3271,zhe,auto,False,,I-auto
3272,na,auto,False,,I-auto
3273,/,auto,False,,I-auto
3274,de,auto,False,,I-auto
3275,chos,auto,False,,I-auto
3276,nyid,auto,False,,I-auto
3277,las,auto,False,,I-auto
3278,skyes,auto,False,,I-auto
3279,pa,auto,False,,I-auto
3280,yin,auto,False,,I-auto
3281,te,auto,False,,I-auto
3282,/,auto,False,,I-auto
3283,nam,allo,True,allo,B-allo
3284,mkha',allo,False,,I-allo
3285,las,allo,False,,I-allo
3286,byung,allo,False,,I-allo
3287,rang,allo,False,,I-allo
3288,byung,allo,False,,I-allo
3289,ba,allo,False,,I-allo
3290,/,allo,False,,I-allo
3291,/,allo,False,,I-allo
3292,zhes,auto,True,auto,B-auto
3293,gsungs,auto,False,,I-auto
3294,pa,auto,False,,I-auto
3295,lta,auto,False,,I-auto
3296,bu'o,auto,False,,I-auto
3297,/,auto,False,,I-auto
3298,/,auto,False,,I-auto
3299,de,auto,False,,I-auto
3300,ye,auto,False,,I-auto
3301,shes,auto,False,,I-auto
3302,las,auto,False,,I-auto
3303,skyes,auto,False,,I-auto
3304,pa,auto,False,,I-auto
3305,yin,auto,False,,I-auto
3306,te,auto,False,,I-auto
3307,/,auto,False,,I-auto
3308,ye,allo,True,allo,B-allo
3309,shes,allo,False,,I-allo
3310,'ba',allo,False,,I-allo
3311,zhig,allo,False,,I-allo
3312,las,allo,False,,I-allo
3313,byung,allo,False,,I-allo
3314,ba,allo,False,,I-allo
3315,zhes,auto,True,auto,B-auto
3316,gsungs,auto,False,,I-auto
3317,pa,auto,False,,I-auto
3318,lta,auto,False,,I-auto
3319,bu'o,auto,False,,I-auto
3320,/,auto,False,,I-auto
3321,/,auto,False,,I-auto
3322,de,auto,False,,I-auto
3323,sems,auto,False,,I-auto
3324,las,auto,False,,I-auto
3325,skyes,auto,False,,I-auto
3326,pa,auto,False,,I-auto
3327,yin,auto,False,,I-auto
3328,te,auto,False,,I-auto
3329,/,auto,False,,I-auto
3330,sna,allo,True,allo,B-allo
3331,tshogs,allo,False,,I-allo
3332,gzugs,allo,False,,I-allo
3333,can,allo,False,,I-allo
3334,yid,allo,False,,I-allo
3335,las,allo,False,,I-allo
3336,skyes,allo,False,,I-allo
3337,shes,auto,True,auto,B-auto
3338,gsungs,auto,False,,I-auto
3339,pa,auto,False,,I-auto
3340,lta,auto,False,,I-auto
3341,bu'o,auto,False,,I-auto
3342,/,auto,False,,I-auto
3343,/,auto,False,,I-auto
3344,de,auto,False,,I-auto
3345,nyan,auto,False,,I-auto
3346,thos,auto,False,,I-auto
3347,kyi,auto,False,,I-auto
3348,lam,auto,False,,I-auto
3349,dang,auto,False,,I-auto
3350,/,auto,False,,I-auto
3351,rang,auto,False,,I-auto
3352,sangs,auto,False,,I-auto
3353,rgyas,auto,False,,I-auto
3354,kyi,auto,False,,I-auto
3355,lam,auto,False,,I-auto
3356,dang,auto,False,,I-auto
3357,/,auto,False,,I-auto
3358,yang,auto,False,,I-auto
3359,dag,auto,False,,I-auto
3360,par,auto,False,,I-auto
3361,rdzogs,auto,False,,I-auto
3362,pa'i,auto,False,,I-auto
3363,sangs,auto,False,,I-auto
3364,rgyas,auto,False,,I-auto
3365,kyi,auto,False,,I-auto
3366,lam,auto,False,,I-auto
3367,thams,auto,False,,I-auto
3368,cad,auto,False,,I-auto
3369,las,auto,False,,I-auto
3370,kyang,auto,False,,I-auto
3371,skyes,auto,False,,I-auto
3372,pa,auto,False,,I-auto
3373,yin,auto,False,,I-auto
3374,te,auto,False,,I-auto
3375,/,auto,False,,I-auto
3376,nges,allo,True,allo,B-allo
3377,'byung,allo,False,,I-allo
3378,sna,allo,False,,I-allo
3379,tshogs,allo,False,,I-allo
3380,las,allo,False,,I-allo
3381,byung,allo,False,,I-allo
3382,ba,allo,False,,I-allo
3383,/,allo,False,,I-allo
3384,/,allo,False,,I-allo
3385,zhes,auto,True,auto,B-auto
3386,gsungs,auto,False,,I-auto
3387,pa,auto,False,,I-auto
3388,lta,auto,False,,I-auto
3389,bu'o,auto,False,,I-auto
3390,/,auto,False,,I-auto
3391,/,auto,False,,I-auto
3392,de,auto,False,,I-auto
3393,theg,auto,False,,I-auto
3394,pa,auto,False,,I-auto
3395,chen,auto,False,,I-auto
3396,po'i,auto,False,,I-auto
3397,yang,auto,False,,I-auto
3398,chen,auto,False,,I-auto
3399,po,auto,False,,I-auto
3400,gsang,auto,False,,I-auto
3401,sngags,auto,False,,I-auto
3402,kyi,auto,False,,I-auto
3403,tshul,auto,False,,I-auto
3404,las,auto,False,,I-auto
3405,kyang,auto,False,,I-auto
3406,skyes,auto,False,,I-auto
3407,pa,auto,False,,I-auto
3408,yin,auto,False,,I-auto
3409,te,auto,False,,I-auto
3410,/,auto,False,,I-auto
3411,gsang,allo,True,allo,B-allo
3412,sngags,allo,False,,I-allo
3413,tshul,allo,False,,I-allo
3414,chen,allo,False,,I-allo
3415,las,allo,False,,I-allo
3416,byung,allo,False,,I-allo
3417,ba,allo,False,,I-allo
3418,/,allo,False,,I-allo
3419,/,allo,False,,I-allo
3420,zhes,auto,True,auto,B-auto
3421,gsungs,auto,False,,I-auto
3422,pa,auto,False,,I-auto
3423,lta,auto,False,,I-auto
3424,bu'o,auto,False,,I-auto
3425,/,auto,False,,I-auto
3426,/,auto,False,,I-auto
3427,de,auto,False,,I-auto
3428,legs,auto,False,,I-auto
3429,par,auto,False,,I-auto
3430,sbyang,auto,False,,I-auto
3431,ba'i,auto,False,,I-auto
3432,chos,auto,False,,I-auto
3433,las,auto,False,,I-auto
3434,kyang,auto,False,,I-auto
3435,skyes,auto,False,,I-auto
3436,pa,auto,False,,I-auto
3437,yin,auto,False,,I-auto
3438,te,auto,False,,I-auto
3439,/,auto,False,,I-auto
3440,chos,allo,True,allo,B-allo
3441,las,allo,False,,I-allo
3442,'byung,allo,False,,I-allo
3443,ba,allo,False,,I-allo
3444,srid,allo,False,,I-allo
3445,pa,allo,False,,I-allo
3446,sel,allo,False,,I-allo
3447,/,allo,False,,I-allo
3448,/,allo,False,,I-allo
3449,zhes,auto,True,auto,B-auto
3450,gsungs,auto,False,,I-auto
3451,ba,auto,False,,I-auto
3452,lta,auto,False,,I-auto
3453,bu'o,auto,False,,I-auto
3454,/,auto,False,,I-auto
3455,/,auto,False,,I-auto
3456,de,auto,False,,I-auto
3457,chos,auto,False,,I-auto
3458,thams,auto,False,,I-auto
3459,cad,auto,False,,I-auto
3460,dbyer,auto,False,,I-auto
3461,med,auto,False,,I-auto
3462,pa'i,auto,False,,I-auto
3463,mtshan,auto,False,,I-auto
3464,nyid,auto,False,,I-auto
3465,las,auto,False,,I-auto
3466,skyes,auto,False,,I-auto
3467,pa,auto,False,,I-auto
3468,yin,auto,False,,I-auto
3469,te,auto,False,,I-auto
3470,/,auto,False,,I-auto
3471,rdo,allo,True,allo,B-allo
3472,rje,allo,False,,I-allo
3473,las,allo,False,,I-allo
3474,skyes,allo,False,,I-allo
3475,rdo,allo,False,,I-allo
3476,rje'i,allo,False,,I-allo
3477,bdag,allo,False,,I-allo
3478,/,allo,False,,I-allo
3479,/,allo,False,,I-allo
3480,ces,auto,True,auto,B-auto
3481,pa,auto,False,,I-auto
3482,lta,auto,False,,I-auto
3483,bu'o,auto,False,,I-auto
3484,/,auto,False,,I-auto
3485,/,auto,False,,I-auto
3486,de,auto,False,,I-auto
3487,ltar,auto,False,,I-auto
3488,chos,auto,False,,I-auto
3489,thams,auto,False,,I-auto
3490,cad,auto,False,,I-auto
3491,las,auto,False,,I-auto
3492,skyes,auto,False,,I-auto
3493,par,auto,False,,I-auto
3494,bstan,auto,False,,I-auto
3495,pa'i,auto,False,,I-auto
3496,phyir,auto,False,,I-auto
3497,/,auto,False,,I-auto
3498,de'i,auto,False,,I-auto
3499,yon,auto,False,,I-auto
3500,tan,auto,False,,I-auto
3501,brjod,auto,False,,I-auto
3502,pa'i,auto,False,,I-auto
3503,ming,auto,False,,I-auto
3504,thams,auto,False,,I-auto
3505,cad,auto,False,,I-auto
3506,kyang,auto,False,,I-auto
3507,de'i,auto,False,,I-auto
3508,mtshan,auto,False,,I-auto
3509,du,auto,False,,I-auto
3510,'gyur,auto,False,,I-auto
3511,ro,auto,False,,I-auto
3512,/,auto,False,,I-auto
3513,/,auto,False,,I-auto
3514,de,auto,False,,I-auto
3515,ltar,auto,False,,I-auto
3516,rnam,auto,False,,I-auto
3517,pa,auto,False,,I-auto
3518,bcu'i,auto,False,,I-auto
3519,sgo,auto,False,,I-auto
3520,nas,auto,False,,I-auto
3521,zag,auto,False,,I-auto
3522,pa,auto,False,,I-auto
3523,dang,auto,False,,I-auto
3524,bcas,auto,False,,I-auto
3525,pa'i,auto,False,,I-auto
3526,chos,auto,False,,I-auto
3527,dang,auto,False,,I-auto
3528,/,auto,False,,I-auto
3529,zag,auto,False,,I-auto
3530,pa,auto,False,,I-auto
3531,med,auto,False,,I-auto
3532,pa'i,auto,False,,I-auto
3533,chos,auto,False,,I-auto
3534,thams,auto,False,,I-auto
3535,cad,auto,False,,I-auto
3536,kyi,auto,False,,I-auto
3537,ming,auto,False,,I-auto
3538,thams,auto,False,,I-auto
3539,cad,auto,False,,I-auto
3540,de'i,auto,False,,I-auto
3541,mtshan,auto,False,,I-auto
3542,du,auto,False,,I-auto
3543,'gyur,auto,False,,I-auto
3544,ba,auto,False,,I-auto
3545,thun,auto,False,,I-auto
3546,mong,auto,False,,I-auto
3547,du,auto,False,,I-auto
3548,bstan,auto,False,,I-auto
3549,nas,auto,False,,I-auto
3550,/,auto,False,,I-auto
3551,da,auto,False,,I-auto
3552,ni,auto,False,,I-auto
3553,khyad,auto,False,,I-auto
3554,par,auto,False,,I-auto
3555,brjod,auto,False,,I-auto
3556,par,auto,False,,I-auto
3557,bya'o,auto,False,,I-auto
3558,/,auto,False,,I-auto
3559,/,auto,False,,I-auto
3560,de,auto,False,,I-auto
3561,la,auto,False,,I-auto
3562,zag,auto,False,,I-auto
3563,pa,auto,False,,I-auto
3564,dang,auto,False,,I-auto
3565,bcas,auto,False,,I-auto
3566,pa'i,auto,False,,I-auto
3567,chos,auto,False,,I-auto
3568,la,auto,False,,I-auto
3569,de'i,auto,False,,I-auto
3570,bdag,auto,False,,I-auto
3571,nyid,auto,False,,I-auto
3572,du,auto,False,,I-auto
3573,ston,auto,False,,I-auto
3574,pa'i,auto,False,,I-auto
3575,tshe,auto,False,,I-auto
3576,/,auto,False,,I-auto
3577,'di,auto,False,,I-auto
3578,ltar,auto,False,,I-auto
3579,zag,auto,False,,I-auto
3580,pa,auto,False,,I-auto
3581,dang,auto,False,,I-auto
3582,bcas,auto,False,,I-auto
3583,pa'i,auto,False,,I-auto
3584,chos,auto,False,,I-auto
3585,rnams,auto,False,,I-auto
3586,kyi,auto,False,,I-auto
3587,mtshan,auto,False,,I-auto
3588,nyid,auto,False,,I-auto
3589,ni,auto,False,,I-auto
3590,'phags,auto,False,,I-auto
3591,pa,auto,False,,I-auto
3592,'jam,auto,False,,I-auto
3593,dal,auto,False,,I-auto
3594,yin,auto,False,,I-auto
3595,no,auto,False,,I-auto
3596,zhes,auto,False,,I-auto
3597,brjod,auto,False,,I-auto
3598,par,auto,False,,I-auto
3599,bya'o,auto,False,,I-auto
3600,/,auto,False,,I-auto
3601,/,auto,False,,I-auto
3602,'phags,auto,False,,I-auto
3603,pa,auto,False,,I-auto
3604,'jam,auto,False,,I-auto
3605,dpal,auto,False,,I-auto
3606,gyi,auto,False,,I-auto
3607,mtshan,auto,False,,I-auto
3608,nyid,auto,False,,I-auto
3609,ni,auto,False,,I-auto
3610,zag,auto,False,,I-auto
3611,pa,auto,False,,I-auto
3612,dang,auto,False,,I-auto
3613,bcas,auto,False,,I-auto
3614,pa'i,auto,False,,I-auto
3615,zhes,auto,False,,I-auto
3616,brjod,auto,False,,I-auto
3617,par,auto,False,,I-auto
3618,mi,auto,False,,I-auto
3619,bya,auto,False,,I-auto
3620,ste,auto,False,,I-auto
3621,/,auto,False,,I-auto
3622,dper,auto,False,,I-auto
3623,na,auto,False,,I-auto
3624,bum,auto,False,,I-auto
3625,pa'i,auto,False,,I-auto
3626,mtshan,auto,False,,I-auto
3627,nyid,auto,False,,I-auto
3628,ni,auto,False,,I-auto
3629,mi,auto,False,,I-auto
3630,rtag,auto,False,,I-auto
3631,pa,auto,False,,I-auto
3632,nyid,auto,False,,I-auto
3633,do,auto,False,,I-auto
3634,zhes,auto,False,,I-auto
3635,brjod,auto,False,,I-auto
3636,par,auto,False,,I-auto
3637,bya'o,auto,False,,I-auto
3638,/,auto,False,,I-auto
3639,/,auto,False,,I-auto
3640,mi,auto,False,,I-auto
3641,rtag,auto,False,,I-auto
3642,pa,auto,False,,I-auto
3643,nyid,auto,False,,I-auto
3644,kyi,auto,False,,I-auto
3645,mtshan,auto,False,,I-auto
3646,nyid,auto,False,,I-auto
3647,ni,auto,False,,I-auto
3648,bum,auto,False,,I-auto
3649,pa'o,auto,False,,I-auto
3650,zhes,auto,False,,I-auto
3651,brjod,auto,False,,I-auto
3652,par,auto,False,,I-auto
3653,mi,auto,False,,I-auto
3654,bya,auto,False,,I-auto
3655,ste,auto,False,,I-auto
3656,/,auto,False,,I-auto
3657,'di,auto,False,,I-auto
3658,ltar,auto,False,,I-auto
3659,mtshan,auto,False,,I-auto
3660,nyid,auto,False,,I-auto
3661,dang,auto,False,,I-auto
3662,mtshan,auto,False,,I-auto
3663,gzhi,auto,False,,I-auto
3664,rnam,auto,False,,I-auto
3665,par,auto,False,,I-auto
3666,bzhag,auto,False,,I-auto
3667,pa,auto,False,,I-auto
3668,ni,auto,False,,I-auto
3669,/,auto,False,,I-auto
3670,khyab,auto,False,,I-auto
3671,che,auto,False,,I-auto
3672,chung,auto,False,,I-auto
3673,dang,auto,False,,I-auto
3674,/,auto,False,,I-auto
3675,phra,auto,False,,I-auto
