Segment_ID,Mode,Text,Word_Count
364,auto,gnyug ma,2
365,allo,rang sor zhog/ gang gi,5
366,auto,rnam rtog mtshan ma can//,5
367,allo,snang,1
368,auto,srid,1
369,allo,snod,1
370,auto,bcud lha ru gsal//,4
371,allo,dngos por snang,3
372,auto,ba,1
373,allo,gzugs,1
374,auto,kyi sku//,2
375,allo,stong gsal chos sku,4
376,auto,dri,1
377,allo,ma,1
378,auto,med//,1
379,allo,snang srid gnyis med ngo bo nyid// lta sgom sku bzhi rdzogs sangs rgyas// lta sgom don du mi gnyer ba// 'khor bar,23
380,auto,'khyams par byed,3
381,allo,pa yin// phyi yi,4
382,auto,yul,1
383,allo,la,1
384,auto,blta ba,2
385,allo,dang// nang gi,3
386,auto,sems,1
387,allo,la bsgom pa ni//,4
388,auto,sku bzhi 'du 'bral med pa yi// A+oM hrI sa ti sa ma ti b+ha la A+oM/ nga rgyal lam du byed pa zhes bya ba'i ting 'dzin te// 'dod chags gzhi rgyu da lam 'bras dang// skyon dang yon tan ldan pa yis//,44
389,allo,gang gi,2
390,auto,'dod chags spong byed pa// de,6
391,allo,la lus kyi bde ba med// bde ba chen po 'dod pa yis// de rgyu 'dod chags yin shes bya// bud med la brten bde chen po// sems can kun rnams spyod gyur pa// tha mal,36
392,auto,zhen,1
393,allo,pa spang ba yis// bde chen gar gyis rol pas bya// brtags shing,13
394,auto,byin,1
395,allo,brlabs,1
396,auto,bsnyen,1
397,allo,bsgrub,1
398,auto,bzhis//,1
399,allo,bde rtogs nyams su blang bar bya/ rgyal,8
400,auto,mo ma dang srid mo bu// tsha mo sru mo bran g.yog mo// che,14
401,allo,ba'i,1
402,auto,bag dang ldan gyur zhing// bkur por lci bas rgyal mo 'dra// rang nyid rgyal po'i tshul bzhin,18
403,allo,sbyar//,1
404,auto,dbang 'phrog ma dang 'dra ba,6
405,allo,la//,1
406,auto,lus bskyed de la pha ltar,6
407,allo,sbyar/,1
408,auto,brtse,1
409,allo,ba'i,1
410,auto,sems,1
411,allo,ldan srid,2
412,auto,mo,1
413,allo,la//,1
414,auto,rang,1
415,allo,nyid ming po,3
416,auto,lta bar byar// lus kyi dum bu las chad,9
417,allo,pa'i//,1
418,auto,bu mo lta bu la yang,6
419,allo,sbyar//,1
420,auto,brgyud pa'i rtsa ba dang ldan,6
421,allo,pa'i// tsha,2
422,auto,mo,1
423,allo,la ni,2
424,auto,zhang ltar,2
425,allo,sbyar//,1
426,auto,nye ba'i yul dang 'brel,5
427,allo,ba,1
428,auto,yod// sru mo la ni sbyar bar bya// mngag pa'i las rnams,12
429,allo,byed,1
430,auto,pa pa yi// bran mo la yang,7
431,allo,sbyar bar,2
432,auto,bya// bya ba'i las rnams byed,6
433,allo,gyur,1
434,auto,pa// g.yog mo dag la,5
435,allo,sbyar ba,2
436,auto,rnams// thams cad chung mar shes,6
437,allo,par,1
438,auto,bya// spyi bor,3
439,allo,A+oM la mgrin par AH//,5
440,auto,snying gar,2
441,allo,hU~M,1
442,auto,ste lte bar,3
443,allo,swA//,1
444,auto,gsang bar hA,3
445,allo,yi 'phro 'du las//,4
446,auto,phyogs bcu dus,3
447,allo,bzhi'i sangs,2
448,auto,rgyas,1
449,allo,kyis//,1
450,auto,rigs,1
451,allo,kyi,1
452,auto,yum rnams spyan drang bstim// sangs rgyas yum du bsgom par bya// bdag nyid dbang chen phyag rgya che// hU~M dang a las byung ba,25
453,allo,yis//,1
454,auto,rdo,1
455,allo,rje,1
456,auto,pad+ma bsgom par bya// yum,5
457,allo,gyi,1
458,auto,dri sgra brtag,3
459,allo,bya,1
460,auto,zhing// tsaN+Da lI'i sbyor ba yis// bde ba,8
461,allo,dbab,1
462,auto,cing,1
463,allo,gzung bar bya//,3
464,auto,bsten,1
465,allo,pa,1
466,auto,bya ba'i rim pa'o// chags pa'i,6
467,allo,brda yis,2
468,auto,bskul byas nas//,3
469,allo,zangs kyi,2
470,auto,mdog gis gzung bar bya// dung gi phur pa 'debs pa,11
471,allo,yis// mchog bde,3
472,auto,dbab cing gzung bar bya// nye ba'i bsnyen pa bya ba'o//,11
473,allo,pad+ma,1
474,auto,b+han d+ha thod pa'i nad// rdo,6
475,allo,rje,1
476,auto,chen,1
477,allo,po rab,2
478,auto,bcu gnas// bde bral bde ba gzung bar,8
479,allo,bya//,1
480,auto,bsgrub,1
481,allo,pa bya,2
482,auto,ba'i rim pa'o// rdo rje thod sbyor man ngag gnyis// rdo rje dung khrag dkrug par,16
483,allo,bya// lhan cig skyes pa'i ye shes la// yid ni brtan par nang du bzung//,15
484,auto,rang rdzas thig le mkhar phebs nas// sangs rgyas byang chub sems dpa' mchod// d+hU pa dzaH/ pun+pe hU~M/ dA+e ba baM/ g+haN+De ho/ lA s+ye hU~M/ mA me trAM/,30
485,allo,gIr ti,2
486,auto,hrIH/ nir ti a/ pU dza ya pU,8
487,allo,dza me g+ha sa mu,5
488,auto,da,1
489,allo,s+pha,1
490,auto,ra Na sa ma ye swA hA/ rang dang slob ma'i lce yi ni// thig le dkar dmar bza' bar bya// dngos grub yum gyi mkha' nas blang// byang sems thig le gsang dbang bskur// bsgrub pa chen po'i rim pa'o// bde ba mchog bde bde bral che// lhan cig skyes dga' nyams su blangs// zung 'jug,57
491,allo,sku,1
492,auto,ni,1
493,allo,thob gyur pa// yab yum 'du 'bral med par gnas// 'dod chags bde ba spang ba ni// zung 'jug sku yang spang ba yin// 'dod chags ye shes chen po 'thob// thabs lam yon tan ldan pa yis// rig 'dzin dngos grub 'thob pa ni// tshe 'di nyi,48
494,auto,zla,1
495,allo,dag,1
496,auto,dang,1
497,allo,mnyam// mkha' spyod gnas su gshegs gyur pa// mkha' 'gro'i gtso mchog he ru ku// rje btsun dbang phyug chen po 'gyur// 'dod chags kyi lam yongs su rdzogs pa zhes bya ba'i ting nge 'dzin to/ phrag,38
498,auto,dog bzhi dang rgyu lam 'bras// skyon dang yon tan rnams kyis bshad// rang nyid,15
499,allo,zhen,1
500,auto,pa ngan pa nyid// gzhan rnams shong bar ma gyur pa// gzhan smod,13
501,allo,rang,1
502,auto,gi che,2
503,allo,ba ni// phrag dog 'byung ba'i gzhi yin no// rang sems,11
504,auto,kun,1
505,allo,nas,1
506,auto,mi shor bas// sems las,5
507,allo,phrag dog,2
508,auto,'byung ba'i rgyu// shan 'byed pa dang la bzla bas// lta ngan,12
509,allo,thams,1
510,auto,cad,1
511,allo,spang bar,2
512,auto,bya// yid ni so sor rtog pa yis// shes rab kyis ni chos rnams kun// ma 'dres so sor shan yang 'byed// 'khor,23
513,allo,ba phyal ba,3
514,auto,rgyang 'phen,2
515,allo,gnyis// mu,2
516,auto,stegs rtag pa chad pa gnyis// nyan thos bden pa rnam pa bzhi// rang rgyal rten 'brel bcu gnyis dang// dbu ma kun rdzob don dam dang// kri ya lha rigs gsum gsum dang// u ba ya ni rigs bzhi dang// yo ga de kho na nyid bzhi// ma hA bzhi dang khro bo dang// a nu yab yum bde chen sras// rdzogs chen thig le nyag gcig rnams// ma 'dres gzha' tshon skar ltar gsal// yongs su rdzogs par la bzla na// 'khor dang mya ngan 'das pa'i chos// ma lus rang sems nyid la rdzogs// sems las log na chos med pas// chos sku snang,107
517,allo,ba,1
518,auto,'khrul ba gsum// sems nyid,5
519,allo,ye,1
520,auto,nas rdzogs sangs rgyas// rnal 'byor sangs rgyas thob 'dod na// rang gi sems las btsal bar bya// rang sems nyid las ma gtogs pa// sangs rgyas gzhan nas thob 'dod na// bya long nam mkha'i mtha' 'tshol 'dra// de phyir rang sems chos skur ltos// rang sems ye,49
521,allo,nas sangs,2
522,auto,rgyas,1
523,allo,pa//,1
524,auto,rgyas par ma shes ma rig pa// dmus long nam mkha' spar mos 'dzin// ye nas rdzogs sangs rgyas shes na//,21
525,allo,dri,1
526,auto,med gser bzo'i rgyan dang,5
527,allo,mtshungs// sku,2
528,auto,gsum dbyer med thig le,5
529,allo,gcig/,1
530,auto,bsam brjod bral bas chos skur gnas// 'khor 'das dbyer med de kho na// phrag dog don ni ma rtogs na// so sor rtog pa'i shes rab kyis//,28
531,allo,chos rnams ma,3
532,auto,'dres 'byed,2
533,allo,mi shes// mi dmigs pa yi,6
534,auto,shes,1
535,allo,rab kyis// chos rnams,4
536,auto,yongs su,2
537,allo,rdzogs mi shes// ma 'dres yongs rdzogs ma shes nas// gnyis 'dzin mtha' las grol mi 'gyur//,17
538,auto,gzung 'dzin,2
539,allo,mdud pa 'khrol mi srid//,5
540,auto,'khor,1
541,allo,ba'i chu bo mi sgrol bas//,6
542,auto,khams gsum,2
543,allo,grong khyer 'khyams pa yin// theg,6
544,auto,pa,1
545,allo,che,1
546,auto,chung,1
547,allo,khyad par dang// gzung 'dzin gnyis snang thams cad dang//,10
548,auto,lta ngan gzhan pa ma lus rnams// thams cad shes par 'gyur ba'o// kun,14
549,allo,la,1
550,auto,phrag dog,2
551,allo,pa'i,1
552,auto,ting,1
553,allo,nge,1
554,auto,'dzin,1
555,allo,to//,1
556,auto,dbang chen bde,3
557,allo,gshegs,1
558,auto,'dus pa rngog ma leb rgan gyi rgyud las/ dug lnga lam du slong ba'i le'u ste bzhi pa'o//// de nas bde gshegs rgyal ba yis// 'gro ba'i don du 'di gsungs so//,33
559,allo,kun,1
560,auto,nas nyon mongs 'khor ba'i chos//,6
561,allo,rnam,1
562,auto,byang,1
563,allo,mya,1
564,auto,ngan 'das par,3
565,allo,snang// yid 'jug bsam pa'i gzugs can 'dis// 'khor 'das bya ba ma lus bsgrub// yid ni rang bzhin ji lta bar// shes bar 'dod na rgyud 'di nyon// de skad rdo rje 'chang gis gsungs// rigs gnyis lung gi rgyud pas na//,43
566,auto,pad+ma dbang gi bka' stsal to// rgyud,7
567,allo,'di,1
568,auto,shes par 'dod pa yis// lus ngag yid gsum btud de nyon// mo ha ka dang,16
569,allo,dwe Sha ka/ mA,4
570,auto,na ka dang,3
571,allo,rA,1
572,auto,ga,1
573,allo,can//,1
574,auto,mat+sa t+ya iraShA ka// kun nas nyon mongs 'khor ba'i chos// thams cad 'di las byung bas na// 'di don yid la dril te rtog/ gti mug byal song rnam mang po// phyi yi rgya mtsho'i kha na gnas// zhe sdang dmyal khams bco brgyad po// rdo rje gdan 'og tsha grang gnas// nga rgyal lha yi 'jig rten rnams// ri rab phyir rtse nam mkhar gnas// phrag,68
575,allo,dog,1
576,auto,lha ma yin gyi gnas// ri rab khong seng dag na gnas// ser sna dmyal ba yi dwags gnas// grong khyer ser skya dag na gnas// gling bzhi'i mi rnams 'dod chags,32
577,allo,can//,1
578,auto,rab 'bring thams cad dbang po rno// gti,8
579,allo,mug rtag pa rnam,4
580,auto,par,1
581,allo,snang// stug po,3
582,auto,bkod par sa,3
583,allo,bcur gnas// rdo rje,4
584,auto,mi bskyod zhe sdang,4
585,allo,las// rdo rje 'chang du rnam par snang// nga rgyal rin chen 'byung ba nyid// rdo rje nyi ma dkon mchog dpal// 'dod chags snang ba mtha' yas nyid// tshe dpag med pa snang bar mdzad// phrag dog don yod grub pa'i sku// gdon mi za,46
586,auto,ba,1
587,allo,rta mchog nyid// nang sems nam mkha',7
588,auto,lta,1
589,allo,bu 'di// glo bur,4
590,auto,sprin rnams 'byung ba yang//,5
591,allo,bde gshegs sangs,3
592,auto,rgyas,1
593,allo,rnam snang las// sku yi bde,6
594,auto,chen,1
595,allo,byung,1
596,auto,bar 'gyur//,2
597,allo,gsum mchog snang mtha' tshe dpag med// tshogs chen yongs 'dus 'byung bar 'gyur// thugs mchog mi bskyod rdo rje 'chang// pad+ma gsang bar 'byung bar 'gyur// yon tan,29
598,auto,rin 'byung tshe,3
599,allo,dpag med// rin chen rta mchog 'byung bar 'gyur// phrin,10
600,auto,las rta mchog don,4
601,allo,yon grub// phrin,3
602,auto,las rta mchog 'byung bar 'gyur//,6
603,allo,sku,1
604,auto,dang gsung dang thugs yon tan// bde gshegs,8
605,allo,'dus pa'i rta,3
606,auto,mchog 'byung// ma lus,4
607,allo,lus pa med,3
608,auto,pa yi//,2
609,allo,pad+ma dbang chen mtha' yas spro// 'khor bar,8
610,auto,snang,1
611,allo,ba'i,1
612,auto,chos rnams kun// mya ngan 'das par gtan la 'bebs// rnam byang mya ngan 'das par snang// las sgrib med par ye sangs rgyas// 'khor ba dang mya ngan las 'das par gtan la pheb pa'i ting nge 'dzin to// 'di,41
613,allo,dag,1
614,auto,rang gi sems snang ba//,5
615,allo,gti mug,2
616,auto,can la snang ba yang//,5
617,allo,klu,1
618,auto,dang gnyan dang sa bdag la//,6
619,allo,gti mug blo yi ngan gtad do// zhe sdang,9
620,auto,can la snang ba yang//,5
621,allo,srog mthu dag,3
622,auto,tu snang ba'o// 'dod chags can la snang ba yang// dbang du sdud par snang ba'o// nga rgyal can la snang ba yang// thog dang sor bar snang ba'o// phrag dog can la snang ba yang// sngags pa nang 'gras phyir bzlog snang// thun mong dngos grub las tshogs rnams// bskyed rim rdzogs,53
623,allo,rim,1
624,auto,'brel ba yang// thams cad 'di las 'byung,8
625,allo,ba,1
626,auto,yin//,1
627,allo,yid kyi rnam shes,4
628,auto,kun,1
629,allo,khyab,1
630,auto,bo//,1
631,allo,gang,1
632,auto,bsam,1
633,allo,snang ba,2
634,auto,yid,1
635,allo,bzhin,1
636,auto,no//,1
637,allo,ma,1
638,auto,rtogs,1
639,allo,'khor bar snang ba yang// yid,6
640,auto,kyis,1
641,allo,bskyed nas snang bar,4
642,auto,zad// rtogs pa'i,3
643,allo,mya ngan 'das pa yang//,5
644,auto,rang gis,2
645,allo,rang,1
646,auto,rtogs nyid du zad//,4
647,allo,'khor,1
648,auto,bar,1
649,allo,snang ba ma,3
650,auto,rig pa//,2
651,allo,sangs rgyas nyid,3
652,auto,du ma shes 'khrul//,4
653,allo,snod,1
654,auto,dang,1
655,allo,bcud du snang ba,4
656,auto,yang// snang zhen,3
657,allo,gnyis su snang bar zad// 'das pa snang ba'i rnal 'byor la// rang sems chos skur shes gyur pa// sku dang ye shes bsam mi khyab// yid bzhin nor bu lta bur snang// sems can yid kyi rnam shes can// 'di la dran pa sna tshogs 'char// yum gyi tshogs la 'jug 'gyur pas// yid dang chos su 'dres gyur pa// dbyings dang ye shes gzhan na med// nam mkha' nyi ma shar ba ltar// dbyer med stong gsal gang yin pa// sems nyid rang bzhin 'od gsal gnas// rnal 'byor lam la gnas gyur na// thos bsam bsgom,99
658,auto,pa'i shes rab kyis// dbang chen,6
659,allo,bde gshegs 'dus pa yi// dgongs pa sems,8
660,auto,la brtag par bya// zhes gsungs so// pad+ma dbang chen bde gshegs 'dus pa'i dgongs pa/ rta mgrin rngog ma le brgan gyi rgyud las/ kun nas nyon mongs pa 'khor ba'i chos dang rnam par byang ba mya ngan las 'das pa'i chos thams cad dug lngar 'dus pa,50
661,allo,ste,1
662,auto,le'u lnga pa'o//// de nas sangs rgyas thams cad kyi// sku gsung thugs yon phrin,15
663,allo,las rnams/ gcig tu rdzogs,5
664,auto,sangs,1
665,allo,rgyas,1
666,auto,pa yi/ bde gshegs,4
667,allo,thams cad,2
668,auto,spyir dril ba//,3
669,allo,dbang chen pad+ma'i sku la gnas// sku ni rab tu,10
670,auto,bsgom gyur na//,3
671,allo,skye,1
672,auto,med,1
673,allo,chos sku zhi ba las// ye shes sgyu lus longs spyod rdzogs// thugs rje sprul pa'i skur shar ba// de yi zhugs gnas,23
674,auto,gzhal yas gnas// lha nyid rang sems bde ba yi// cha shas dum bur gnas pa las// 'byung chen lnga las skur grub pa// gcig las sku gsung thugs yon las// ma lus rdzogs par snang ba las// dbab drang bstim dang mchod 'bul bzlas// bstod nas 'dod don bcol bar bya// chos rnams gdod nas ma bskyed pas// rgyu rkyen bral ba'i byang chub sems// mtshan ma'i,68
675,allo,dngos,1
676,auto,por,1
677,allo,ma,1
678,auto,grub pa// ye nas chos sku chen por gnas// chos dbyings,11
679,allo,spros med nam mkha' las// ye shes nyi ma rang shar ba// cis kyang ma bsgribs 'od,17
680,auto,gsal,1
681,allo,ba// ye shes sgyu lus longs,6
682,auto,skur bsgom//,2
683,allo,sems can kun gyi sems,5
684,auto,nyid ni//,2
685,allo,sangs,1
686,auto,rgyas,1
687,allo,kun gyi thugs yin pas// rtsa ba yid kyi rnam shes nyid//,12
688,auto,yi ge sprul pa'i sku ru bsgom//,7
689,allo,chos,1
690,auto,rnams stong gsal nam mkha' nyid// chos dbyings,8
691,allo,yum gyi b+ha ga las// thams cad 'degs,8
692,auto,pa'i stobs,2
693,allo,po,1
694,auto,che//,1
695,allo,rlung nag 'tshubs,3
696,auto,mar 'khyil ba snang// chu nyid khrag las grub pa yi// rgya mtsho zab cing rgya yang che// ri rab rus,21
697,allo,ba,1
698,auto,las grub pa'i// steng na,5
699,allo,dur khrod,2
700,auto,brgya,1
701,allo,gnas pa//,2
702,auto,snod bcud zad,3
703,allo,mdzad,1
704,auto,dbyings,1
705,allo,su,1
706,auto,thim// bskal ba'i,3
707,allo,me,1
708,auto,ni ye shes 'bar// ye shes lnga yi gzhal yas khang// ma skyes,13
709,allo,lhun,1
710,auto,gyis grub pa'i gnas// dur,5
711,allo,khrod brgyad kyis rab mdzes,5
712,auto,pa// bde gshegs,3
713,allo,dus,1
714,auto,gsum sangs rgyas gnas// lhun grub yid bzhin gnas kyi mchog/ chos dbyings ma,14
715,allo,gtogs gnas gzhan,3
716,auto,med// 'dzin pa'i,3
717,allo,sems,1
718,auto,dang gzung ba'i yul// thabs dang,6
719,allo,shes rab,2
720,auto,skyon dang bral// thams,4
721,allo,cad dngos por blta,4
722,auto,bas na// nga,3
723,allo,yi sems ni,3
724,auto,yi ger shar// dngos po,5
725,allo,mtshan,1
726,auto,mar 'dzin pas na// thugs kyi phyag mtshan lta bur byung// kha dog dbyibs legs kun yid 'ong// dbu gsum phyag,21
727,allo,drug,1
728,auto,zhabs,1
729,allo,bzhir snang// ye,3
730,auto,shes,1
731,allo,dri med g.yas ni dkar//,5
732,auto,pad+ma,1
733,allo,chags med dbus ni,4
734,auto,dmar//,1
735,allo,las mdzad g.yon,3
736,auto,pa ljang,2
737,allo,ba nyid// kha T+wAM ga ni lha,7
738,auto,yi,1
739,allo,sku// shes rab ral,4
740,auto,gris ma,2
741,allo,lus gcod// rnge'u,3
742,auto,chung,1
743,allo,sgra yis rmad,3
744,auto,byung,1
745,allo,sgrogs// dbyings kyi,3
746,auto,gzhu,1
747,allo,la ye shes mda'// nyon mongs tha ba,8
748,auto,'bigs pa'i mdung// rgyud drug 'khor ba,7
749,allo,'ching ba'i,2
750,auto,zhags// tshad med bsdu ba,5
751,allo,rdzu,1
752,auto,'phrul gyi// zhabs bzhi thabs dang shes rab,8
753,allo,bzhugs//,1
754,auto,sku ni mthing,3
755,allo,nag,1
756,auto,dbyug tho dang// sdigs mdzub zhags pa,7
757,allo,bsnams pa'o//,2
758,auto,gsung,1
759,allo,dmar rdo rje,3
760,auto,lcags kyu dang// sprul gyi zhags,6
761,allo,pa,1
762,auto,'dzin,1
763,allo,pa'o// thugs ni mthing nag rdo,6
764,auto,rje dang// thod,3
765,allo,pa phyag bsnams,3
766,auto,dkrug,1
767,allo,pa'o//,1
768,auto,yon,1
769,allo,tan che mchog sa,4
770,auto,nu,1
771,allo,gser// rdo,2
772,auto,rje dril,2
773,allo,bu bsnams pa nyid// phrin las ljang nag rdo rje,10
774,auto,dang//,1
775,allo,sdigs mdzub,2
776,auto,bskal pa'i,2
777,allo,me,1
778,auto,dpung 'bar// dbu yi rta mgo,6
779,allo,phrin las bzhi// sku,4
780,auto,gsung thugs,2
781,allo,kyi khyung,2
782,auto,gsum rdzogs// 'dod,3
783,allo,pa'i khro mo ral,4
784,auto,gcig ma// rdo rje thod pa g.yon nas 'khril// thabs dang shes rab las byung ba'i//,16
785,allo,byi,1
786,auto,la bu shud,3
787,allo,la,1
788,auto,sogs pa/ lcags kyus 'dren cing phur bus 'debs// dkyil 'khor lha rnams gsal bar bya'o// A+oM pan+mAn+ta kr-i ta hrI ta ha hU~M phaTaH/ A+oM ya mAn+ta kr-i ta hU~M/ A+oM badzra he ru ka hU~M/ A+oM shrI he ru ka dzA la raM hU~M/ A+oM badzra kI li kI la ya hU~M/ oM e ka dza ti hU~M/ A+oM badzra pa tsa la mu kha hU~M/ A+oM badzra bak+Sha ti mu kha hU~M/ A+oM hU~M/ A+oM trAM/ A+oM hrIH/ A+oM hA/ ji ltar mi dbang chos mthun par// dang por snyan gsan dbab par bya// dbyings nas bzhengs su gsol ba dang// spyan drang brtan par bzhugs pa dang// phyag 'tshal mchod par rol nas ni// rnal 'byor bzlas pa bya ba,124
789,allo,yang// spro bsdu rdo rje'i bzlas pa'o//,7
790,auto,sa,1
791,allo,ni brtan zug chu ni 'bab// me 'bar rlung 'thor nam mkhar,12
792,auto,stong// zhi ba rgyas pa dbang drag lhun// dang por dmigs pa brtan pa yis// bsgom pa zab mo rab,20
793,allo,tu,1
794,auto,bya// chu bo rgyun gyi rnal 'byor pa// glal dang,10
795,allo,sprid,1
796,auto,btab,1
797,allo,khar mi gcad// gsal la,5
798,auto,'bar ba'i sgron ma yis// gnyid 'thibs rmugs pa,9
799,allo,med par,2
800,auto,bya//,1
801,allo,'byung,1
802,auto,chen 'thor rlung drag po yis// dgra bgegs nad rnams gtor bar bya// nad dang gdon dang bag chags sgrib// nam mkha'i sprin,23
803,allo,bzhin dengs,2
804,auto,par bya// sngags kyi yi ge nyal nas dkar// zhi,10
805,allo,bar,1
806,auto,'dod na ShIn+taM gdags//,4
807,allo,sngags,1
808,auto,rnams langs par gyur na rgyas// mjug tu puSh+tiM gdags par bya// 'khor bar gyur na dbang du ste// pa shang ku rus,23
809,allo,mdzes par spras// 'khrugs pa drag,6
810,auto,po,1
811,allo,nyid yin,2
812,auto,pas// a b+hi,3
813,allo,tsar+Ya'i rgyan gyis mdzes//,4
814,auto,lhun,1
815,allo,grub,1
816,auto,ma bcos,2
817,allo,ye,1
818,auto,nas gnas// A+oM pad+ma krod+ha krod+hI shwarI,7
819,allo,badzra kI la,3
820,auto,ya/,1
821,allo,ma,1
822,auto,hA,1
823,allo,yak+Sha/,1
824,auto,karma raM raM hU~M,4
825,allo,phaT/ dz+wa la,3
826,auto,raM hU~M phaT/ khams gsum gnas,6
827,allo,pa'i sems can,3
828,auto,rnams//,1
829,allo,ma,1
830,auto,lus,1
831,allo,rlung dang sems la brten// ji ltar gnas bzhin bzlas pa yang// rnal 'byor can la dgos pas 'bad// 'dod,20
832,auto,dang gzugs,2
833,allo,dang gzugs,2
834,auto,med,1
835,allo,pa// rlung dang sems du,5
836,auto,'dres nas,2
837,allo,gnas// pho dang mo dang ma ning,7
838,auto,dang// thod,2
839,allo,rgal rlung la bskyor bar bya//,6
840,auto,zag,1
841,allo,bcas 'khor ba zag med 'dam// sems can lha srin sangs,11
842,auto,rgyas,1
843,allo,nyid//,1
844,auto,bag chags rlung dang las,5
845,allo,kyi rlung// ye,3
846,auto,shes rlung,2
847,allo,las thams cad,3
848,auto,'byung// rlung gi rta,4
849,allo,la,1
850,auto,sems kyi mi// zhon nas tshogs pa,7
851,allo,gcig,1
852,auto,pa dang// chu dang,4
853,allo,'o,1
854,auto,ma,1
855,allo,'dres,1
856,auto,pa dang// rnal,3
857,allo,'byor,1
858,auto,rtog can sgraul bar bya// phyi rol snang ba,9
859,allo,thams,1
860,auto,cad,1
861,allo,kun// sems,2
862,auto,las byung ba,3
863,allo,yin,1
864,auto,pas na//,2
865,allo,nang du sems la bsdu bar bya// mi smra ba yi yi ge,13
866,auto,A+oM//,1
867,allo,nang gi sems nyid snang ba ni// phyi yi yul la 'jug pas,13
868,auto,na//,1
869,allo,yul gyi bdud rtsi bstan pa'i phyir// drag po khros pa'i khro bo hU~M// yul sems gnyis su snang ba yang// blo dang dngos po,25
870,auto,bsres pas na// gnyis su med par snang bar bya// skye med a ni khong na gnas// ma bcos don gyi rnal ma la// rig pa'i blo yis sbyor 'dod na// sku dang gsung dang thugs bsgrub pa'i// rgyud,39
871,allo,la dad pa rab tu bskyed// ces gsungs so// dbang chen bde gshegs spyi dril rngog ma,17
872,auto,le brgan gyi rgyud las/ sku,6
873,allo,bskyed,1
874,auto,pa ste le'u drug pa'o////,5
875,allo,de nas,2
876,auto,bcom ldan 'das kyis 'di gsungs so// rang sems snang ba nyams drug las// lus la rtags drug khro bo'i sku// des mtshon phyi rol rgyan,26
877,allo,drug,1
878,auto,'char// yon tan mngon shes,5
879,allo,drug dang ldan//,3
880,auto,nyi,1
881,allo,shu rtsa,2
882,auto,bzhi,1
883,allo,rdzogs par gnas// 'di ltar gang gis shes nas grol// sku gsung phrin las mdzad pa'i zhal// phyag drug 'gro drug pha rol drug/ zhabs ni tshad me rdzu 'phrul ston// glang,32
884,auto,chen,1
885,allo,zhing lpags gos,3
886,auto,su gyon// thod pa sbrul dang rgyu mas mtshan// thal ba zhags dang rak+ta btab// rtags rnams don du rdzogs par byed// bcom ldan rta,25
887,allo,mchog,1
888,auto,ye shes lnga// thabs chen gar dgu,7
889,allo,lus,1
890,auto,la rdzogs// yum chen ral gcig chos kyi dbyings// shes rab skye,12
891,allo,ba,1
892,auto,med par sbyor// ma 'gags sprul sku gnyis su snang// sku gsum ye shes lngar 'grub gnas// zhes gsungs so// dbang chen bde gshegs spyi dril rngog ma,28
893,allo,leb,1
894,auto,rgan gyi rgyud las/ sku rgyan rnam dag gi,9
895,allo,le'u,1
896,auto,ste bdun pa'o////,3
897,allo,de,1
898,auto,nas dbang chen rta yi,5
899,allo,mchog/ rtogs,2
900,auto,pa blta,2
901,allo,ba'i,1
902,auto,gtor,1
903,allo,ma 'di// rgya che ba yi,6
904,auto,rtogs,1
905,allo,pas bcad// de nyid nyams su lon par bya// 'byung lnga bum gyi,13
906,auto,gtor dbang mkha'// shes pas ma zin dus bzhi'i,9
907,allo,rdzas//,1
908,auto,rigs drug ye nas mgron gyi lha// rang bzhin lha zhes tshims pa'i mchog/ chos can mtshan mar snang ba kun// ye nas chos nyid mtshan ma med// chos can chos nyid dbyer med pas// rnal 'byor dbang phyug yi dam lha// lta ba 'di la gang gnas pa'i// rnal 'byor dbang phyug chen po rnams// ye nas snang srid snod dang bcud// lta ba'i gtor ma chen por gnas// mtshan ma las kyi,74
909,allo,gtor,1
910,auto,ma yang// phyi nang gsang ba de kho na// zan dang khur ba bu ram dang// sran ma bcos pa lta bu dang// 'bras dang gro dang til dkar dang// bra bo me tog ser,35
911,allo,por gnas// nas,3
912,auto,mar de bzhin me,4
913,allo,tog dang// til,3
914,auto,nag sran ma nag,4
915,allo,po,1
916,auto,dang// thams can lhun gyis grub,6
917,allo,gnas pas//,2
918,auto,thams cad rdzas su,4
919,allo,snang,1
920,auto,ba nyid// 'o,3
921,allo,ma,1
922,auto,zho dang,2
923,allo,mar,1
924,auto,du bcas// sbrang rtsi gser gyi,6
925,allo,mdog,1
926,auto,dang ldan// bu ram smug pos brgyan pa dang// ba dang 'bri gnag rdzas dang bcas// rigs kyi sems can kha dog las// 'byung ba gtor ma nyid du gnas// sems can ma lus sha khrag lus// klad pa rkang dang sha khrag dang// thams cad gtor mar gnas pa'o// de nyid ye nas kun gnas pa// sha lnga bdud rtsi chen po yang// mi sha glang po rta bya khyi// 'di dag kha zas chen po ste// rdzas su,80
927,allo,yang,1
928,auto,dag bsags te dbul// phyi snod,6
929,allo,nang,1
930,auto,bcud rdzas 'di kun// mtshan ma,6
931,allo,rdzas,1
932,auto,kyi gtor mar gnas// gsang sngags 'chang ba'i rnal 'byor bas// ye shes lha rnams rab mchod bya// rig,19
933,allo,pa byin,2
934,auto,rlabs gtor ma bshad// phyi,5
935,allo,nang,1
936,auto,gsang ba de kho,4
937,allo,na// 'thor,2
