Word_Index,Word,Prediction,Label_Name,Mode,Is_Switch,Confidence,Segment_ID,Paragraph,Model
345,ga,0,Non-switch Auto,AUTO,NO,0.990,2,2,ALTO+PP
346,la,0,Non-switch Auto,AUTO,NO,0.986,2,2,ALTO+PP
347,srid,0,Non-switch Auto,AUTO,NO,0.989,2,2,ALTO+PP
348,|,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
349,|,0,Non-switch Auto,AUTO,NO,0.997,2,2,ALTO+PP
350,blo,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
351,la,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
352,shar,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
353,na,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
354,gang,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
355,zag,0,Non-switch Auto,AUTO,NO,0.997,2,2,ALTO+PP
356,rang,0,Non-switch Auto,AUTO,NO,0.997,2,2,ALTO+PP
357,rang,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
358,gi,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
359,blo,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
360,dang,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
361,rjes,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
362,su,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
363,‘brel,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
364,pa’i,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
365,spyi,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
366,ni,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
367,rang,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
368,rang,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
369,gi,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
370,yul,0,Non-switch Auto,AUTO,NO,0.994,2,2,ALTO+PP
371,yin,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
372,pas,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
373,thun,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
374,mong,0,Non-switch Auto,AUTO,NO,0.997,2,2,ALTO+PP
375,du,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
376,mi,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
377,‘dzin,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
378,la,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
379,|,0,Non-switch Auto,AUTO,NO,0.997,2,2,ALTO+PP
380,blo,0,Non-switch Auto,AUTO,NO,0.997,2,2,ALTO+PP
381,la,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
382,ma,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
383,shar,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
384,na,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
385,yul,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
386,nyid,0,Non-switch Auto,AUTO,NO,0.994,2,2,ALTO+PP
387,ma,0,Non-switch Auto,AUTO,NO,0.997,2,2,ALTO+PP
388,yin,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
389,pas,0,Non-switch Auto,AUTO,NO,0.997,2,2,ALTO+PP
390,phan,0,Non-switch Auto,AUTO,NO,0.997,2,2,ALTO+PP
391,tshun,0,Non-switch Auto,AUTO,NO,0.997,2,2,ALTO+PP
392,‘dra,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
393,bar,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
394,mi,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
395,shes,0,Non-switch Auto,AUTO,NO,0.994,2,2,ALTO+PP
396,pa’i,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
397,phyir,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
398,don,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
399,go,0,Non-switch Auto,AUTO,NO,0.994,2,2,ALTO+PP
400,ba,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
401,mi,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
402,srid,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
403,do,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
404,|,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
405,|,0,Non-switch Auto,AUTO,NO,0.997,2,2,ALTO+PP
406,tha,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
407,dad,0,Non-switch Auto,AUTO,NO,0.994,2,2,ALTO+PP
408,yin,0,Non-switch Auto,AUTO,NO,0.993,2,2,ALTO+PP
409,yang,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
410,yul,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
411,gcig,0,Non-switch Auto,AUTO,NO,0.994,2,2,ALTO+PP
412,tu,0,Non-switch Auto,AUTO,NO,0.993,2,2,ALTO+PP
413,|,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
414,|,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
415,‘khrul,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
416,pa’i,0,Non-switch Auto,AUTO,NO,0.993,2,2,ALTO+PP
417,sgo,0,Non-switch Auto,AUTO,NO,0.993,2,2,ALTO+PP
418,nas,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
419,‘dzin,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
420,zhe,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
421,na,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
422,|,0,Non-switch Auto,AUTO,NO,0.997,2,2,ALTO+PP
423,|,0,Non-switch Auto,AUTO,NO,0.997,2,2,ALTO+PP
424,don,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
425,spyi,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
426,rang,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
427,rang,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
428,gi,0,Non-switch Auto,AUTO,NO,0.994,2,2,ALTO+PP
429,yul,0,Non-switch Auto,AUTO,NO,0.993,2,2,ALTO+PP
430,tha,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
431,dad,0,Non-switch Auto,AUTO,NO,0.993,2,2,ALTO+PP
432,yin,0,Non-switch Auto,AUTO,NO,0.992,2,2,ALTO+PP
433,yang,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
434,‘khrul,0,Non-switch Auto,AUTO,NO,0.994,2,2,ALTO+PP
435,nas,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
436,gcig,0,Non-switch Auto,AUTO,NO,0.994,2,2,ALTO+PP
437,tu,0,Non-switch Auto,AUTO,NO,0.994,2,2,ALTO+PP
438,‘dzin,0,Non-switch Auto,AUTO,NO,0.994,2,2,ALTO+PP
439,pas,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
440,mi,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
441,‘gal,0,Non-switch Auto,AUTO,NO,0.995,2,2,ALTO+PP
442,lo,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
443,zhe,0,Non-switch Auto,AUTO,NO,0.996,2,2,ALTO+PP
444,na,0,Non-switch Auto,AUTO,NO,0.997,2,2,ALTO+PP
