sentence_id,token_position,token,label,entity_type
74,16,du,I-AUTO,AUTO
74,17,gsungs,I-AUTO,AUTO
74,18,pa/,I-AUTO,AUTO
74,19,chos,B-ALLO,ALLO
74,20,kyi,I-ALLO,ALLO
74,21,dbang,I-ALLO,ALLO
74,22,phyug,I-ALLO,ALLO
74,23,chos,I-ALLO,ALLO
74,24,kyi,I-ALLO,ALLO
74,25,rgyal//,I-ALLO,ALLO
75,0,zhes,B-AUTO,AUTO
75,1,bya,I-AUTO,AUTO
75,2,ba,I-AUTO,AUTO
75,3,la,I-AUTO,AUTO
75,4,sogs,I-AUTO,AUTO
75,5,pa,I-AUTO,AUTO
75,6,lta,I-AUTO,AUTO
75,7,bu,I-AUTO,AUTO
75,8,chos,I-AUTO,AUTO
75,9,thams,I-AUTO,AUTO
75,10,cad,I-AUTO,AUTO
75,11,la,I-AUTO,AUTO
75,12,mnga',I-AUTO,AUTO
75,13,ba,I-AUTO,AUTO
75,14,brnyes,I-AUTO,AUTO
75,15,shing,I-AUTO,AUTO
75,16,/,I-AUTO,AUTO
75,17,de,I-AUTO,AUTO
75,18,la,I-AUTO,AUTO
75,19,dbang,I-AUTO,AUTO
75,20,bsgyur,I-AUTO,AUTO
75,21,ba,I-AUTO,AUTO
75,22,dang,I-AUTO,AUTO
75,23,/,I-AUTO,AUTO
75,24,chos,I-AUTO,AUTO
75,25,kyi,I-AUTO,AUTO
75,26,rgyal,I-AUTO,AUTO
75,27,po,I-AUTO,AUTO
75,28,dang,I-AUTO,AUTO
75,29,/,I-AUTO,AUTO
75,30,gtso,I-AUTO,AUTO
75,31,bo,I-AUTO,AUTO
75,32,dang,I-AUTO,AUTO
75,33,/,I-AUTO,AUTO
75,34,bdag,I-AUTO,AUTO
75,35,por,I-AUTO,AUTO
75,36,ston,I-AUTO,AUTO
75,37,pa'i,I-AUTO,AUTO
75,38,sgo,I-AUTO,AUTO
75,39,nas/,I-AUTO,AUTO
75,40,yon,I-AUTO,AUTO
75,41,tan,I-AUTO,AUTO
75,42,brjod,I-AUTO,AUTO
75,43,pa'i,I-AUTO,AUTO
75,44,ming,I-AUTO,AUTO
75,45,thams,I-AUTO,AUTO
75,46,cad,I-AUTO,AUTO
75,47,kyang,I-AUTO,AUTO
75,48,de'i,I-AUTO,AUTO
75,49,mtshan,I-AUTO,AUTO
75,50,du,I-AUTO,AUTO
75,51,'gyur,I-AUTO,AUTO
75,52,ro//,I-AUTO,AUTO
76,0,de,I-AUTO,AUTO
76,1,la,I-AUTO,AUTO
76,2,ji,I-AUTO,AUTO
76,3,ltar,I-AUTO,AUTO
76,4,na,I-AUTO,AUTO
76,5,des,I-AUTO,AUTO
76,6,chos,I-AUTO,AUTO
76,7,thams,I-AUTO,AUTO
76,8,cad,I-AUTO,AUTO
76,9,bskyed,I-AUTO,AUTO
76,10,pa,I-AUTO,AUTO
76,11,yin,I-AUTO,AUTO
76,12,zhe,I-AUTO,AUTO
76,13,na/,I-AUTO,AUTO
76,14,'di,I-AUTO,AUTO
76,15,nyid,I-AUTO,AUTO
76,16,du,I-AUTO,AUTO
76,17,gsungs,I-AUTO,AUTO
76,18,pa/,I-AUTO,AUTO
76,19,sangs,B-ALLO,ALLO
76,20,rgyas,I-ALLO,ALLO
76,21,thams,I-ALLO,ALLO
76,22,cad,I-ALLO,ALLO
76,23,bsyked,I-ALLO,ALLO
76,24,pa,I-ALLO,ALLO
76,25,po//,I-ALLO,ALLO
77,0,'byung,I-ALLO,ALLO
77,1,ba,I-ALLO,ALLO
77,2,chen,I-ALLO,ALLO
77,3,po,I-ALLO,ALLO
77,4,rgyu,I-ALLO,ALLO
77,5,gcig,I-ALLO,ALLO
77,6,pa//,I-ALLO,ALLO
78,0,sna,I-ALLO,ALLO
78,1,tshogs,I-ALLO,ALLO
78,2,don,I-ALLO,ALLO
78,3,kun,I-ALLO,ALLO
78,4,bskyed,I-ALLO,ALLO
78,5,pa,I-ALLO,ALLO
78,6,po//,I-ALLO,ALLO
79,0,gsang,I-ALLO,ALLO
79,1,sngags,I-ALLO,ALLO
79,2,don,I-ALLO,ALLO
79,3,kun,I-ALLO,ALLO
79,4,bskyed,I-ALLO,ALLO
79,5,pa,I-ALLO,ALLO
79,6,po,I-ALLO,ALLO
79,7,la,B-AUTO,AUTO
79,8,sogs,I-AUTO,AUTO
79,9,pa/,I-AUTO,AUTO
79,10,chos,I-AUTO,AUTO
79,11,thams,I-AUTO,AUTO
79,12,cad,I-AUTO,AUTO
79,13,'phags,I-AUTO,AUTO
79,14,pa,I-AUTO,AUTO
79,15,'jam,I-AUTO,AUTO
79,16,dpal,I-AUTO,AUTO
79,17,las,I-AUTO,AUTO
79,18,byung,I-AUTO,AUTO
79,19,bar,I-AUTO,AUTO
79,20,ston,I-AUTO,AUTO
79,21,pa,I-AUTO,AUTO
79,22,lta,I-AUTO,AUTO
79,23,bu,I-AUTO,AUTO
79,24,ste/,I-AUTO,AUTO
79,25,'di,I-AUTO,AUTO
79,26,ltar,I-AUTO,AUTO
79,27,de,I-AUTO,AUTO
79,28,bzhin,I-AUTO,AUTO
79,29,nyid,I-AUTO,AUTO
79,30,kyi,I-AUTO,AUTO
79,31,phyir/,I-AUTO,AUTO
79,32,chos,I-AUTO,AUTO
79,33,thams,I-AUTO,AUTO
79,34,cad,I-AUTO,AUTO
79,35,bskyed,I-AUTO,AUTO
79,36,pa,I-AUTO,AUTO
79,37,yin,I-AUTO,AUTO
79,38,pa,I-AUTO,AUTO
79,39,dang,I-AUTO,AUTO
79,40,/,I-AUTO,AUTO
79,41,thabs,I-AUTO,AUTO
79,42,dang,I-AUTO,AUTO
79,43,shes,I-AUTO,AUTO
79,44,rab,I-AUTO,AUTO
79,45,kyi,I-AUTO,AUTO
79,46,phyir,I-AUTO,AUTO
79,47,sangs,I-AUTO,AUTO
79,48,rgyas,I-AUTO,AUTO
79,49,thams,I-AUTO,AUTO
79,50,cad,I-AUTO,AUTO
79,51,bskyed,I-AUTO,AUTO
79,52,pa,I-AUTO,AUTO
79,53,yin,I-AUTO,AUTO
79,54,pa,I-AUTO,AUTO
79,55,dang,I-AUTO,AUTO
79,56,/,I-AUTO,AUTO
79,57,'dul,I-AUTO,AUTO
79,58,ba'i,I-AUTO,AUTO
79,59,dbang,I-AUTO,AUTO
79,60,gi,I-AUTO,AUTO
79,61,phyir,I-AUTO,AUTO
79,62,sprul,I-AUTO,AUTO
79,63,pa,I-AUTO,AUTO
79,64,thams,I-AUTO,AUTO
79,65,cad,I-AUTO,AUTO
79,66,bskyed,I-AUTO,AUTO
79,67,pa,I-AUTO,AUTO
79,68,yin,I-AUTO,AUTO
79,69,te/,I-AUTO,AUTO
79,70,de,I-AUTO,AUTO
79,71,lta,I-AUTO,AUTO
79,72,bu,I-AUTO,AUTO
79,73,la,I-AUTO,AUTO
79,74,sogs,I-AUTO,AUTO
79,75,pa,I-AUTO,AUTO
79,76,yon,I-AUTO,AUTO
79,77,tan,I-AUTO,AUTO
79,78,brjod,I-AUTO,AUTO
79,79,pa'i,I-AUTO,AUTO
79,80,phyir,I-AUTO,AUTO
79,81,smos,I-AUTO,AUTO
79,82,pa'i,I-AUTO,AUTO
79,83,ming,I-AUTO,AUTO
79,84,thams,I-AUTO,AUTO
79,85,cad,I-AUTO,AUTO
79,86,kyang,I-AUTO,AUTO
79,87,de'i,I-AUTO,AUTO
79,88,mtshan,I-AUTO,AUTO
79,89,du,I-AUTO,AUTO
79,90,'gyur,I-AUTO,AUTO
79,91,ro//,I-AUTO,AUTO
80,0,de,I-AUTO,AUTO
80,1,la,I-AUTO,AUTO
80,2,ji,I-AUTO,AUTO
80,3,ltar,I-AUTO,AUTO
80,4,na,I-AUTO,AUTO
80,5,de,I-AUTO,AUTO
80,6,chos,I-AUTO,AUTO
80,7,thams,I-AUTO,AUTO
80,8,cad,I-AUTO,AUTO
80,9,las,I-AUTO,AUTO
80,10,skyes,I-AUTO,AUTO
80,11,pa,I-AUTO,AUTO
80,12,yin,I-AUTO,AUTO
80,13,zhe,I-AUTO,AUTO
80,14,na/,I-AUTO,AUTO
80,15,de,I-AUTO,AUTO
80,16,chos,I-AUTO,AUTO
80,17,nyid,I-AUTO,AUTO
80,18,las,I-AUTO,AUTO
80,19,skyes,I-AUTO,AUTO
80,20,pa,I-AUTO,AUTO
80,21,yin,I-AUTO,AUTO
80,22,te/,I-AUTO,AUTO
80,23,nam,B-ALLO,ALLO
80,24,mkha',I-ALLO,ALLO
80,25,las,I-ALLO,ALLO
80,26,byung,I-ALLO,ALLO
80,27,rang,I-ALLO,ALLO
80,28,byung,I-ALLO,ALLO
80,29,ba//,I-ALLO,ALLO
81,0,zhes,B-AUTO,AUTO
81,1,gsungs,I-AUTO,AUTO
81,2,pa,I-AUTO,AUTO
81,3,lta,I-AUTO,AUTO
81,4,bu'o//,I-AUTO,AUTO
82,0,de,I-AUTO,AUTO
82,1,ye,I-AUTO,AUTO
82,2,shes,I-AUTO,AUTO
82,3,las,I-AUTO,AUTO
82,4,skyes,I-AUTO,AUTO
82,5,pa,I-AUTO,AUTO
82,6,yin,I-AUTO,AUTO
82,7,te/,I-AUTO,AUTO
82,8,ye,B-ALLO,ALLO
82,9,shes,I-ALLO,ALLO
82,10,'ba',I-ALLO,ALLO
82,11,zhig,I-ALLO,ALLO
82,12,las,I-ALLO,ALLO
82,13,byung,I-ALLO,ALLO
82,14,ba,I-ALLO,ALLO
82,15,zhes,B-AUTO,AUTO
82,16,gsungs,I-AUTO,AUTO
82,17,pa,I-AUTO,AUTO
82,18,lta,I-AUTO,AUTO
82,19,bu'o//,I-AUTO,AUTO
83,0,de,I-AUTO,AUTO
83,1,sems,I-AUTO,AUTO
83,2,las,I-AUTO,AUTO
83,3,skyes,I-AUTO,AUTO
83,4,pa,I-AUTO,AUTO
83,5,yin,I-AUTO,AUTO
83,6,te/,I-AUTO,AUTO
83,7,sna,B-ALLO,ALLO
83,8,tshogs,I-ALLO,ALLO
83,9,gzugs,I-ALLO,ALLO
83,10,can,I-ALLO,ALLO
83,11,yid,I-ALLO,ALLO
83,12,las,I-ALLO,ALLO
83,13,skyes,I-ALLO,ALLO
83,14,shes,B-AUTO,AUTO
83,15,gsungs,I-AUTO,AUTO
83,16,pa,I-AUTO,AUTO
83,17,lta,I-AUTO,AUTO
83,18,bu'o//,I-AUTO,AUTO
84,0,de,I-AUTO,AUTO
84,1,nyan,I-AUTO,AUTO
84,2,thos,I-AUTO,AUTO
84,3,kyi,I-AUTO,AUTO
84,4,lam,I-AUTO,AUTO
84,5,dang,I-AUTO,AUTO
84,6,/,I-AUTO,AUTO
84,7,rang,I-AUTO,AUTO
84,8,sangs,I-AUTO,AUTO
84,9,rgyas,I-AUTO,AUTO
84,10,kyi,I-AUTO,AUTO
84,11,lam,I-AUTO,AUTO
84,12,dang,I-AUTO,AUTO
84,13,/,I-AUTO,AUTO
84,14,yang,I-AUTO,AUTO
84,15,dag,I-AUTO,AUTO
84,16,par,I-AUTO,AUTO
84,17,rdzogs,I-AUTO,AUTO
84,18,pa'i,I-AUTO,AUTO
84,19,sangs,I-AUTO,AUTO
84,20,rgyas,I-AUTO,AUTO
84,21,kyi,I-AUTO,AUTO
84,22,lam,I-AUTO,AUTO
84,23,thams,I-AUTO,AUTO
84,24,cad,I-AUTO,AUTO
84,25,las,I-AUTO,AUTO
84,26,kyang,I-AUTO,AUTO
84,27,skyes,I-AUTO,AUTO
84,28,pa,I-AUTO,AUTO
84,29,yin,I-AUTO,AUTO
84,30,te/,I-AUTO,AUTO
84,31,nges,B-ALLO,ALLO
84,32,'byung,I-ALLO,ALLO
84,33,sna,I-ALLO,ALLO
84,34,tshogs,I-ALLO,ALLO
84,35,las,I-ALLO,ALLO
84,36,byung,I-ALLO,ALLO
84,37,ba//,I-ALLO,ALLO
85,0,zhes,B-AUTO,AUTO
85,1,gsungs,I-AUTO,AUTO
85,2,pa,I-AUTO,AUTO
85,3,lta,I-AUTO,AUTO
85,4,bu'o//,I-AUTO,AUTO
86,0,de,I-AUTO,AUTO
86,1,theg,I-AUTO,AUTO
86,2,pa,I-AUTO,AUTO
86,3,chen,I-AUTO,AUTO
86,4,po'i,I-AUTO,AUTO
86,5,yang,I-AUTO,AUTO
86,6,chen,I-AUTO,AUTO
86,7,po,I-AUTO,AUTO
86,8,gsang,I-AUTO,AUTO
86,9,sngags,I-AUTO,AUTO
86,10,kyi,I-AUTO,AUTO
86,11,tshul,I-AUTO,AUTO
86,12,las,I-AUTO,AUTO
86,13,kyang,I-AUTO,AUTO
86,14,skyes,I-AUTO,AUTO
86,15,pa,I-AUTO,AUTO
86,16,yin,I-AUTO,AUTO
86,17,te/,I-AUTO,AUTO
86,18,gsang,B-ALLO,ALLO
86,19,sngags,I-ALLO,ALLO
86,20,tshul,I-ALLO,ALLO
86,21,chen,I-ALLO,ALLO
86,22,las,I-ALLO,ALLO
86,23,byung,I-ALLO,ALLO
86,24,ba//,I-ALLO,ALLO
87,0,zhes,B-AUTO,AUTO
87,1,gsungs,I-AUTO,AUTO
87,2,pa,I-AUTO,AUTO
87,3,lta,I-AUTO,AUTO
87,4,bu'o//,I-AUTO,AUTO
88,0,de,I-AUTO,AUTO
88,1,legs,I-AUTO,AUTO
88,2,par,I-AUTO,AUTO
88,3,sbyang,I-AUTO,AUTO
88,4,ba'i,I-AUTO,AUTO
88,5,chos,I-AUTO,AUTO
88,6,las,I-AUTO,AUTO
88,7,kyang,I-AUTO,AUTO
88,8,skyes,I-AUTO,AUTO
88,9,pa,I-AUTO,AUTO
88,10,yin,I-AUTO,AUTO
88,11,te/,I-AUTO,AUTO
88,12,chos,B-ALLO,ALLO
88,13,las,I-ALLO,ALLO
88,14,'byung,I-ALLO,ALLO
88,15,ba,I-ALLO,ALLO
88,16,srid,I-ALLO,ALLO
88,17,pa,I-ALLO,ALLO
88,18,sel//,I-ALLO,ALLO
89,0,zhes,B-AUTO,AUTO
89,1,gsungs,I-AUTO,AUTO
89,2,ba,I-AUTO,AUTO
89,3,lta,I-AUTO,AUTO
89,4,bu'o//,I-AUTO,AUTO
90,0,de,I-AUTO,AUTO
90,1,chos,I-AUTO,AUTO
90,2,thams,I-AUTO,AUTO
90,3,cad,I-AUTO,AUTO
90,4,dbyer,I-AUTO,AUTO
90,5,med,I-AUTO,AUTO
90,6,pa'i,I-AUTO,AUTO
90,7,mtshan,I-AUTO,AUTO
90,8,nyid,I-AUTO,AUTO
90,9,las,I-AUTO,AUTO
90,10,skyes,I-AUTO,AUTO
90,11,pa,I-AUTO,AUTO
90,12,yin,I-AUTO,AUTO
90,13,te/,I-AUTO,AUTO
90,14,rdo,B-ALLO,ALLO
90,15,rje,I-ALLO,ALLO
90,16,las,I-ALLO,ALLO
90,17,skyes,I-ALLO,ALLO
90,18,rdo,I-ALLO,ALLO
90,19,rje'i,I-ALLO,ALLO
90,20,bdag//,I-ALLO,ALLO
91,0,ces,B-AUTO,AUTO
91,1,pa,I-AUTO,AUTO
91,2,lta,I-AUTO,AUTO
91,3,bu'o//,I-AUTO,AUTO
92,0,de,I-AUTO,AUTO
92,1,ltar,I-AUTO,AUTO
92,2,chos,I-AUTO,AUTO
92,3,thams,I-AUTO,AUTO
92,4,cad,I-AUTO,AUTO
92,5,las,I-AUTO,AUTO
92,6,skyes,I-AUTO,AUTO
92,7,par,I-AUTO,AUTO
92,8,bstan,I-AUTO,AUTO
92,9,pa'i,I-AUTO,AUTO
92,10,phyir/,I-AUTO,AUTO
92,11,de'i,I-AUTO,AUTO
92,12,yon,I-AUTO,AUTO
92,13,tan,I-AUTO,AUTO
92,14,brjod,I-AUTO,AUTO
92,15,pa'i,I-AUTO,AUTO
92,16,ming,I-AUTO,AUTO
92,17,thams,I-AUTO,AUTO
92,18,cad,I-AUTO,AUTO
92,19,kyang,I-AUTO,AUTO
92,20,de'i,I-AUTO,AUTO
92,21,mtshan,I-AUTO,AUTO
92,22,du,I-AUTO,AUTO
92,23,'gyur,I-AUTO,AUTO
92,24,ro//,I-AUTO,AUTO
93,0,de,I-AUTO,AUTO
93,1,ltar,I-AUTO,AUTO
93,2,rnam,I-AUTO,AUTO
93,3,pa,I-AUTO,AUTO
93,4,bcu'i,I-AUTO,AUTO
93,5,sgo,I-AUTO,AUTO
93,6,nas,I-AUTO,AUTO
93,7,zag,I-AUTO,AUTO
93,8,pa,I-AUTO,AUTO
93,9,dang,I-AUTO,AUTO
93,10,bcas,I-AUTO,AUTO
93,11,pa'i,I-AUTO,AUTO
93,12,chos,I-AUTO,AUTO
93,13,dang,I-AUTO,AUTO
93,14,/,I-AUTO,AUTO
93,15,zag,I-AUTO,AUTO
93,16,pa,I-AUTO,AUTO
93,17,med,I-AUTO,AUTO
93,18,pa'i,I-AUTO,AUTO
93,19,chos,I-AUTO,AUTO
93,20,thams,I-AUTO,AUTO
93,21,cad,I-AUTO,AUTO
93,22,kyi,I-AUTO,AUTO
93,23,ming,I-AUTO,AUTO
93,24,thams,I-AUTO,AUTO
93,25,cad,I-AUTO,AUTO
93,26,de'i,I-AUTO,AUTO
93,27,mtshan,I-AUTO,AUTO
93,28,du,I-AUTO,AUTO
93,29,'gyur,I-AUTO,AUTO
93,30,ba,I-AUTO,AUTO
93,31,thun,I-AUTO,AUTO
93,32,mong,I-AUTO,AUTO
93,33,du,I-AUTO,AUTO
93,34,bstan,I-AUTO,AUTO
93,35,nas/,I-AUTO,AUTO
93,36,da,I-AUTO,AUTO
93,37,ni,I-AUTO,AUTO
93,38,khyad,I-AUTO,AUTO
93,39,par,I-AUTO,AUTO
93,40,brjod,I-AUTO,AUTO
93,41,par,I-AUTO,AUTO
93,42,bya'o//,I-AUTO,AUTO
94,0,de,I-AUTO,AUTO
94,1,la,I-AUTO,AUTO
94,2,zag,I-AUTO,AUTO
94,3,pa,I-AUTO,AUTO
94,4,dang,I-AUTO,AUTO
94,5,bcas,I-AUTO,AUTO
94,6,pa'i,I-AUTO,AUTO
94,7,chos,I-AUTO,AUTO
94,8,la,I-AUTO,AUTO
94,9,de'i,I-AUTO,AUTO
94,10,bdag,I-AUTO,AUTO
94,11,nyid,I-AUTO,AUTO
94,12,du,I-AUTO,AUTO
94,13,ston,I-AUTO,AUTO
94,14,pa'i,I-AUTO,AUTO
94,15,tshe/,I-AUTO,AUTO
94,16,'di,I-AUTO,AUTO
94,17,ltar,I-AUTO,AUTO
94,18,zag,I-AUTO,AUTO
94,19,pa,I-AUTO,AUTO
94,20,dang,I-AUTO,AUTO
94,21,bcas,I-AUTO,AUTO
94,22,pa'i,I-AUTO,AUTO
94,23,chos,I-AUTO,AUTO
94,24,rnams,I-AUTO,AUTO
94,25,kyi,I-AUTO,AUTO
94,26,mtshan,I-AUTO,AUTO
94,27,nyid,I-AUTO,AUTO
94,28,ni,I-AUTO,AUTO
94,29,'phags,I-AUTO,AUTO
94,30,pa,I-AUTO,AUTO
94,31,'jam,I-AUTO,AUTO
94,32,dal,I-AUTO,AUTO
94,33,yin,I-AUTO,AUTO
94,34,no,I-AUTO,AUTO
94,35,zhes,I-AUTO,AUTO
94,36,brjod,I-AUTO,AUTO
94,37,par,I-AUTO,AUTO
94,38,bya'o//,I-AUTO,AUTO
95,0,'phags,I-AUTO,AUTO
95,1,pa,I-AUTO,AUTO
95,2,'jam,I-AUTO,AUTO
95,3,dpal,I-AUTO,AUTO
95,4,gyi,I-AUTO,AUTO
95,5,mtshan,I-AUTO,AUTO
95,6,nyid,I-AUTO,AUTO
95,7,ni,I-AUTO,AUTO
95,8,zag,I-AUTO,AUTO
95,9,pa,I-AUTO,AUTO
95,10,dang,I-AUTO,AUTO
95,11,bcas,I-AUTO,AUTO
95,12,pa'i,I-AUTO,AUTO
95,13,zhes,I-AUTO,AUTO
95,14,brjod,I-AUTO,AUTO
95,15,par,I-AUTO,AUTO
95,16,mi,I-AUTO,AUTO
95,17,bya,I-AUTO,AUTO
95,18,ste/,I-AUTO,AUTO
95,19,dper,I-AUTO,AUTO
95,20,na,I-AUTO,AUTO
95,21,bum,I-AUTO,AUTO
95,22,pa'i,I-AUTO,AUTO
95,23,mtshan,I-AUTO,AUTO
95,24,nyid,I-AUTO,AUTO
95,25,ni,I-AUTO,AUTO
95,26,mi,I-AUTO,AUTO
95,27,rtag,I-AUTO,AUTO
95,28,pa,I-AUTO,AUTO
95,29,nyid,I-AUTO,AUTO
95,30,do,I-AUTO,AUTO
95,31,zhes,I-AUTO,AUTO
95,32,brjod,I-AUTO,AUTO
95,33,par,I-AUTO,AUTO
95,34,bya'o//,I-AUTO,AUTO
96,0,mi,I-AUTO,AUTO
96,1,rtag,I-AUTO,AUTO
96,2,pa,I-AUTO,AUTO
96,3,nyid,I-AUTO,AUTO
96,4,kyi,I-AUTO,AUTO
96,5,mtshan,I-AUTO,AUTO
96,6,nyid,I-AUTO,AUTO
96,7,ni,I-AUTO,AUTO
96,8,bum,I-AUTO,AUTO
96,9,pa'o,I-AUTO,AUTO
96,10,zhes,I-AUTO,AUTO
96,11,brjod,I-AUTO,AUTO
96,12,par,I-AUTO,AUTO
96,13,mi,I-AUTO,AUTO
96,14,bya,I-AUTO,AUTO
96,15,ste/,I-AUTO,AUTO
96,16,'di,I-AUTO,AUTO
96,17,ltar,I-AUTO,AUTO
96,18,mtshan,I-AUTO,AUTO
96,19,nyid,I-AUTO,AUTO
96,20,dang,I-AUTO,AUTO
96,21,mtshan,I-AUTO,AUTO
96,22,gzhi,I-AUTO,AUTO
96,23,rnam,I-AUTO,AUTO
96,24,par,I-AUTO,AUTO
96,25,bzhag,I-AUTO,AUTO
96,26,pa,I-AUTO,AUTO
96,27,ni/,I-AUTO,AUTO
96,28,khyab,I-AUTO,AUTO
96,29,che,I-AUTO,AUTO
96,30,chung,I-AUTO,AUTO
96,31,dang,I-AUTO,AUTO
96,32,/,I-AUTO,AUTO
96,33,phra,I-AUTO,AUTO
96,34,rags,I-AUTO,AUTO
96,35,dang,I-AUTO,AUTO
96,36,/,I-AUTO,AUTO
96,37,dam,I-AUTO,AUTO
96,38,pa,I-AUTO,AUTO
96,39,dang,I-AUTO,AUTO
96,40,/,I-AUTO,AUTO
96,41,dam,I-AUTO,AUTO
96,42,pa,I-AUTO,AUTO
96,43,ma,I-AUTO,AUTO
96,44,yin,I-AUTO,AUTO
96,45,pa,I-AUTO,AUTO
96,46,dang,I-AUTO,AUTO
96,47,/,I-AUTO,AUTO
96,48,'khrul,I-AUTO,AUTO
96,49,pa,I-AUTO,AUTO
96,50,dang,I-AUTO,AUTO
96,51,bden,I-AUTO,AUTO
96,52,pa,I-AUTO,AUTO
96,53,lta,I-AUTO,AUTO
96,54,bu'i,I-AUTO,AUTO
96,55,sgo,I-AUTO,AUTO
96,56,nas,I-AUTO,AUTO
96,57,phan,I-AUTO,AUTO
96,58,tshun,I-AUTO,AUTO
96,59,mtshan,I-AUTO,AUTO
96,60,nyid,I-AUTO,AUTO
96,61,dang,I-AUTO,AUTO
96,62,mtshan,I-AUTO,AUTO
96,63,gzhir,I-AUTO,AUTO
96,64,bzhag,I-AUTO,AUTO
96,65,ste/,I-AUTO,AUTO
96,66,thams,I-AUTO,AUTO
96,67,cad,I-AUTO,AUTO
96,68,du,I-AUTO,AUTO
96,69,phan,I-AUTO,AUTO
96,70,tshun,I-AUTO,AUTO
96,71,bsnor,I-AUTO,AUTO
96,72,du,I-AUTO,AUTO
96,73,rung,I-AUTO,AUTO
96,74,ba,I-AUTO,AUTO
96,75,ni,I-AUTO,AUTO
96,76,ma,I-AUTO,AUTO
96,77,yin,I-AUTO,AUTO
96,78,no//,I-AUTO,AUTO
97,0,de,I-AUTO,AUTO
97,1,bas,I-AUTO,AUTO
97,2,na,I-AUTO,AUTO
97,3,'phags,I-AUTO,AUTO
97,4,pa,I-AUTO,AUTO
97,5,'jam,I-AUTO,AUTO
97,6,dpal,I-AUTO,AUTO
97,7,gyi,I-AUTO,AUTO
97,8,mtshan,I-AUTO,AUTO
97,9,nyid,I-AUTO,AUTO
97,10,zag,I-AUTO,AUTO
97,11,pa,I-AUTO,AUTO
97,12,dang,I-AUTO,AUTO
97,13,bcas,I-AUTO,AUTO
97,14,pa'i,I-AUTO,AUTO
97,15,chos,I-AUTO,AUTO
97,16,yin,I-AUTO,AUTO
97,17,par,I-AUTO,AUTO
97,18,mtshan,I-AUTO,AUTO
97,19,mi,I-AUTO,AUTO
97,20,brjod,I-AUTO,AUTO
97,21,do//,I-AUTO,AUTO
98,0,chos,I-AUTO,AUTO
98,1,thams,I-AUTO,AUTO
98,2,cad,I-AUTO,AUTO
98,3,la,I-AUTO,AUTO
98,4,khyab,I-AUTO,AUTO
98,5,pa,I-AUTO,AUTO
98,6,ston,I-AUTO,AUTO
98,7,pa'i,I-AUTO,AUTO
98,8,skabs,I-AUTO,AUTO
98,9,su/,I-AUTO,AUTO
98,10,rten,I-AUTO,AUTO
98,11,dang,I-AUTO,AUTO
98,12,brten,I-AUTO,AUTO
98,13,par,I-AUTO,AUTO
98,14,bzhag,I-AUTO,AUTO
98,15,pa'i,I-AUTO,AUTO
98,16,tshe/,I-AUTO,AUTO
98,17,'phags,I-AUTO,AUTO
98,18,pa,I-AUTO,AUTO
98,19,'jam,I-AUTO,AUTO
98,20,dpal,I-AUTO,AUTO
98,21,ni,I-AUTO,AUTO
98,22,zag,I-AUTO,AUTO
98,23,pa,I-AUTO,AUTO
98,24,dang,I-AUTO,AUTO
98,25,bcas,I-AUTO,AUTO
98,26,pa'i,I-AUTO,AUTO
98,27,chos,I-AUTO,AUTO
98,28,la,I-AUTO,AUTO
98,29,khyab,I-AUTO,AUTO
98,30,pa,I-AUTO,AUTO
98,31,yin,I-AUTO,AUTO
98,32,gyi/,I-AUTO,AUTO
98,33,brten,I-AUTO,AUTO
98,34,pa,I-AUTO,AUTO
98,35,ni,I-AUTO,AUTO
98,36,ma,I-AUTO,AUTO
98,37,yin,I-AUTO,AUTO
98,38,no//,I-AUTO,AUTO
99,0,dper,I-AUTO,AUTO
99,1,na,I-AUTO,AUTO
99,2,nam,I-AUTO,AUTO
99,3,mkha',I-AUTO,AUTO
99,4,ni,I-AUTO,AUTO
99,5,gzugs,I-AUTO,AUTO
99,6,la,I-AUTO,AUTO
99,7,khyab,I-AUTO,AUTO
99,8,pa,I-AUTO,AUTO
99,9,yin,I-AUTO,AUTO
99,10,gyi/,I-AUTO,AUTO
99,11,nam,I-AUTO,AUTO
99,12,mkha'i,I-AUTO,AUTO
99,13,mtshan,I-AUTO,AUTO
99,14,nyid,I-AUTO,AUTO
99,15,gzugs,I-AUTO,AUTO
99,16,la,I-AUTO,AUTO
99,17,brten,I-AUTO,AUTO
99,18,pa,I-AUTO,AUTO
99,19,ma,I-AUTO,AUTO
99,20,yin,I-AUTO,AUTO
99,21,no//,I-AUTO,AUTO
100,0,de,I-AUTO,AUTO
100,1,bas,I-AUTO,AUTO
100,2,na,I-AUTO,AUTO
100,3,zag,I-AUTO,AUTO
100,4,pa,I-AUTO,AUTO
100,5,dang,I-AUTO,AUTO
100,6,bcas,I-AUTO,AUTO
100,7,pa'i,I-AUTO,AUTO
100,8,chos,I-AUTO,AUTO
100,9,la,I-AUTO,AUTO
100,10,'phags,I-AUTO,AUTO
100,11,pa,I-AUTO,AUTO
100,12,'jam,I-AUTO,AUTO
100,13,dpal,I-AUTO,AUTO
100,14,brten,I-AUTO,AUTO
100,15,pa'i,I-AUTO,AUTO
100,16,tshul,I-AUTO,AUTO
100,17,nas,I-AUTO,AUTO
100,18,mtshan,I-AUTO,AUTO
100,19,mi,I-AUTO,AUTO
100,20,brjod,I-AUTO,AUTO
100,21,do//,I-AUTO,AUTO
101,0,zag,I-AUTO,AUTO
101,1,pa,I-AUTO,AUTO
