token_id,token,label
3713,pa'i,I-AUTO
3714,phyir,I-AUTO
3715,rnam,I-AUTO
3716,par,I-AUTO
3717,dag,I-AUTO
3718,par,I-AUTO
3719,mtshon,I-AUTO
3720,brjod,I-AUTO
3721,pa,I-AUTO
3722,dang,I-AUTO
3723,/,I-AUTO
3724,don,I-AUTO
3725,dam,I-AUTO
3726,par,I-AUTO
3727,gnyis,I-AUTO
3728,su,I-AUTO
3729,med,I-AUTO
3730,pa'i,I-AUTO
3731,tshul,I-AUTO
3732,nas,I-AUTO
3733,brjod,I-AUTO
3734,pa,I-AUTO
3735,yin,I-AUTO
3736,te/,I-AUTO
3737,kun,I-AUTO
3738,rdzob,I-AUTO
3739,tsam,I-AUTO
3740,du,I-AUTO
3741,de,I-AUTO
3742,dag,I-AUTO
3743,spang,I-AUTO
3744,bar,I-AUTO
3745,bya,I-AUTO
3746,ba,I-AUTO
3747,yin,I-AUTO
3748,pas/,I-AUTO
3749,spangs,I-AUTO
3750,shing,I-AUTO
3751,zad,I-AUTO
3752,pa'i,I-AUTO
3753,tshul,I-AUTO
3754,nas,I-AUTO
3755,ni,I-AUTO
3756,brjod,I-AUTO
3757,pa,I-AUTO
3758,yin,I-AUTO
3759,no//,I-AUTO
3760,zag,I-AUTO
3761,pa,I-AUTO
3762,dang,I-AUTO
3763,bcas,I-AUTO
3764,pa'i,I-AUTO
3765,chos,I-AUTO
3766,bskyed,I-AUTO
3767,par,I-AUTO
3768,ston,I-AUTO
3769,pa'i,I-AUTO
3770,tshe/,I-AUTO
3771,chos,I-AUTO
3772,ci,I-AUTO
3773,yang,I-AUTO
3774,ma,I-AUTO
3775,yin,I-AUTO
3776,pa,I-AUTO
3777,dang,I-AUTO
3778,/,I-AUTO
3779,shes,I-AUTO
3780,pa,I-AUTO
3781,rang,I-AUTO
3782,rig,I-AUTO
3783,pa'i,I-AUTO
3784,sgo,I-AUTO
3785,dang,I-AUTO
3786,'khrul,I-AUTO
3787,ba'i,I-AUTO
3788,chos,I-AUTO
3789,sna,I-AUTO
3790,tshogs,I-AUTO
3791,su,I-AUTO
3792,snang,I-AUTO
3793,ba'i,I-AUTO
3794,sgo,I-AUTO
3795,nas,I-AUTO
3796,bdag,I-AUTO
3797,po'i,I-AUTO
3798,rkyen,I-AUTO
3799,du,I-AUTO
3800,bshad,I-AUTO
3801,kyi/,I-AUTO
3802,rgyu'i,I-AUTO
3803,rkyen,I-AUTO
3804,du,I-AUTO
3805,mi,I-AUTO
3806,brjod,I-AUTO
3807,do//,I-AUTO
3808,de,I-AUTO
3809,chos,I-AUTO
3810,thams,I-AUTO
3811,cad,I-AUTO
3812,las,I-AUTO
3813,skyes,I-AUTO
3814,par,I-AUTO
3815,bstan,I-AUTO
3816,pa'i,I-AUTO
3817,skabs,I-AUTO
3818,su/,I-AUTO
3819,zag,I-AUTO
3820,pa,I-AUTO
3821,dang,I-AUTO
3822,bcas,I-AUTO
3823,pa'i,I-AUTO
3824,chos,I-AUTO
3825,kyi,I-AUTO
3826,dbang,I-AUTO
3827,las,I-AUTO
3828,'phags,I-AUTO
3829,pa,I-AUTO
3830,'ja,I-AUTO
3831,m,I-AUTO
3832,dpal,I-AUTO
3833,skye,I-AUTO
3834,bar,I-AUTO
3835,bshad,I-AUTO
3836,kyi/,I-AUTO
3837,de'i,I-AUTO
3838,rgyu'i,I-AUTO
3839,rkyen,I-AUTO
3840,yin,I-AUTO
3841,par,I-AUTO
3842,mi,I-AUTO
3843,bshad,I-AUTO
3844,de/,I-AUTO
3845,de,I-AUTO
3846,bas,I-AUTO
3847,na,I-AUTO
3848,de,I-AUTO
3849,dag,I-AUTO
3850,gi,I-AUTO
3851,sgo,I-AUTO
3852,nas,I-AUTO
3853,mtshan,I-AUTO
3854,brjod,I-AUTO
3855,par,I-AUTO
3856,mi,I-AUTO
3857,bya'o//,I-AUTO
3858,zag,I-AUTO
3859,pa,I-AUTO
3860,med,I-AUTO
3861,pa'i,I-AUTO
3862,chos,I-AUTO
3863,la,I-AUTO
3864,khyad,I-AUTO
3865,par,I-AUTO
3866,du,I-AUTO
3867,bstan,I-AUTO
3868,pa,I-AUTO
3869,ni/,I-AUTO
3870,de,I-AUTO
3871,dag,I-AUTO
3872,las,I-AUTO
3873,bzlog,I-AUTO
3874,pa,I-AUTO
3875,nyid,I-AUTO
3876,de/,I-AUTO
3877,zag,I-AUTO
3878,pa,I-AUTO
3879,med,I-AUTO
3880,pa'i,I-AUTO
3881,chos,I-AUTO
3882,kyi,I-AUTO
3883,mtshan,I-AUTO
3884,nyid,I-AUTO
3885,can,I-AUTO
3886,dang,I-AUTO
3887,/,I-AUTO
3888,chos,I-AUTO
3889,la,I-AUTO
3890,brten,I-AUTO
3891,pa,I-AUTO
3892,dang,I-AUTO
3893,/,I-AUTO
3894,chos,I-AUTO
3895,kyis,I-AUTO
3896,bsgos,I-AUTO
3897,shing,I-AUTO
3898,byin,I-AUTO
3899,gyis,I-AUTO
3900,brlabs,I-AUTO
3901,pa,I-AUTO
3902,la,I-AUTO
3903,sogs,I-AUTO
3904,pa'i,I-AUTO
3905,sgo,I-AUTO
3906,nas,I-AUTO
3907,kyang,I-AUTO
3908,mtshan,I-AUTO
3909,brjod,I-AUTO
3910,pa,I-AUTO
3911,yin,I-AUTO
3912,te/,I-AUTO
3913,'di,I-AUTO
3914,dag,I-AUTO
3915,ni,I-AUTO
3916,chos,I-AUTO
3917,thams,I-AUTO
3918,cad,I-AUTO
3919,kyi,I-AUTO
3920,ming,I-AUTO
3921,'phags,I-AUTO
3922,pa,I-AUTO
3923,'jam,I-AUTO
3924,dpal,I-AUTO
3925,gyi,I-AUTO
3926,mtshan,I-AUTO
3927,du,I-AUTO
3928,bstan,I-AUTO
3929,pa,I-AUTO
3930,las,I-AUTO
3931,brjod,I-AUTO
3932,pa'i,I-AUTO
3933,tshul,I-AUTO
3934,gyi,I-AUTO
3935,sgo,I-AUTO
3936,nas/,I-AUTO
3937,zag,I-AUTO
3938,pa,I-AUTO
3939,dang,I-AUTO
3940,bcas,I-AUTO
3941,pa'i,I-AUTO
3942,chos,I-AUTO
3943,dang,I-AUTO
3944,/,I-AUTO
3945,zag,I-AUTO
3946,pa,I-AUTO
3947,med,I-AUTO
3948,pa'i,I-AUTO
3949,chos,I-AUTO
3950,la,I-AUTO
3951,thun,I-AUTO
3952,mong,I-AUTO
3953,du,I-AUTO
3954,mtshan,I-AUTO
3955,brjod,I-AUTO
3956,du,I-AUTO
3957,rung,I-AUTO
3958,ba,I-AUTO
3959,dang,I-AUTO
3960,/,I-AUTO
3961,bye,I-AUTO
3962,brag,I-AUTO
3963,gi,I-AUTO
3964,sgo,I-AUTO
3965,nas,I-AUTO
3966,brjod,I-AUTO
3967,pa,I-AUTO
3968,dang,I-AUTO
3969,/,I-AUTO
3970,brjod,I-AUTO
3971,pa,I-AUTO
3972,ma,I-AUTO
3973,yin,I-AUTO
3974,pa,I-AUTO
3975,yod,I-AUTO
3976,par,I-AUTO
3977,bstan,I-AUTO
3978,pa,I-AUTO
3979,ste/,I-AUTO
3980,'di,I-AUTO
3981,dag,I-AUTO
3982,tsam,I-AUTO
3983,gyis,I-AUTO
3984,de'i,I-AUTO
3985,mtshan,I-AUTO
3986,gang,I-AUTO
3987,dang,I-AUTO
3988,gang,I-AUTO
3989,rnams,I-AUTO
3990,yin,I-AUTO
3991,pa,I-AUTO
3992,mdor,I-AUTO
3993,bstan,I-AUTO
3994,pa,I-AUTO
3995,ste/,I-AUTO
3996,rgyas,I-AUTO
3997,par,I-AUTO
3998,ni,I-AUTO
3999,gzhung,I-AUTO
4000,'di,I-AUTO
4001,nyid,I-AUTO
4002,du,I-AUTO
4003,bstan,I-AUTO
4004,pa'i,I-AUTO
4005,mtshan,I-AUTO
4006,rnams,I-AUTO
4007,yan,I-AUTO
4008,lag,I-AUTO
4009,dang,I-AUTO
4010,nying,I-AUTO
4011,lag,I-AUTO
4012,tu,I-AUTO
4013,phye,I-AUTO
4014,ba,I-AUTO
4015,de'i,I-AUTO
4016,mtshan,I-AUTO
4017,rnams,I-AUTO
4018,yin,I-AUTO
4019,no//,I-AUTO
4020,da,I-AUTO
4021,ni,I-AUTO
4022,de,I-AUTO
4023,yang,I-AUTO
4024,dag,I-AUTO
4025,par,I-AUTO
4026,brjod,I-AUTO
4027,pa,I-AUTO
4028,ji,I-AUTO
4029,ltar,I-AUTO
4030,brjod,I-AUTO
4031,pa'i,I-AUTO
4032,tshul,I-AUTO
4033,bshad,I-AUTO
4034,par,I-AUTO
4035,bya,I-AUTO
4036,ste/,I-AUTO
4037,de,I-AUTO
4038,yang,I-AUTO
4039,rnam,I-AUTO
4040,pa,I-AUTO
4041,gsum,I-AUTO
4042,mo//,I-AUTO
4043,gsum,I-AUTO
4044,gang,I-AUTO
4045,zhe,I-AUTO
4046,na/,I-AUTO
4047,'di,I-AUTO
4048,ltar/,I-AUTO
4049,mtshan,I-AUTO
4050,yon,I-AUTO
4051,tan,I-AUTO
4052,gyi,I-AUTO
4053,don,I-AUTO
4054,du,I-AUTO
4055,bltas,I-AUTO
4056,te/,I-AUTO
4057,brjod,I-AUTO
4058,pa'i,I-AUTO
4059,tshul,I-AUTO
4060,dang,I-AUTO
4061,/,I-AUTO
4062,mtshan,I-AUTO
4063,gsang,I-AUTO
4064,sngags,I-AUTO
4065,kyi,I-AUTO
4066,don,I-AUTO
4067,du,I-AUTO
4068,bltas,I-AUTO
4069,te,I-AUTO
4070,brjod,I-AUTO
4071,pa'i,I-AUTO
4072,tshul,I-AUTO
4073,dang,I-AUTO
4074,/,I-AUTO
4075,mtshan,I-AUTO
4076,gnyis,I-AUTO
4077,su,I-AUTO
4078,med,I-AUTO
4079,pa'i,I-AUTO
4080,don,I-AUTO
4081,du,I-AUTO
4082,bltas,I-AUTO
4083,te,I-AUTO
4084,brjod,I-AUTO
4085,pa'i,I-AUTO
4086,tshul,I-AUTO
4087,lo//,I-AUTO
4088,de,I-AUTO
4089,la,I-AUTO
4090,mtshan,I-AUTO
4091,yon,I-AUTO
4092,tan,I-AUTO
4093,gyi,I-AUTO
4094,don,I-AUTO
4095,du,I-AUTO
4096,btlas,I-AUTO
4097,te,I-AUTO
4098,brjod,I-AUTO
4099,pa'i,I-AUTO
4100,tshul,I-AUTO
4101,ji,I-AUTO
4102,ltar,I-AUTO
4103,brjod,I-AUTO
4104,ce,I-AUTO
4105,na/,I-AUTO
4106,'di,I-AUTO
4107,la,I-AUTO
4108,rigs,I-AUTO
4109,kyi,I-AUTO
4110,bu'am/,I-AUTO
4111,rigs,I-AUTO
4112,kyi,I-AUTO
4113,bu,I-AUTO
4114,mo,I-AUTO
4115,gang,I-AUTO
4116,la,I-AUTO
4117,la,I-AUTO
4118,dag/,I-AUTO
4119,bla,I-AUTO
4120,na,I-AUTO
4121,med,I-AUTO
4122,pa,I-AUTO
4123,yang,I-AUTO
4124,dag,I-AUTO
4125,par,I-AUTO
4126,rdzogs,I-AUTO
4127,pa'i,I-AUTO
4128,byang,I-AUTO
4129,chub,I-AUTO
4130,tu,I-AUTO
4131,sems,I-AUTO
4132,bskyed,I-AUTO
4133,cing,I-AUTO
4134,/,I-AUTO
4135,theg,I-AUTO
4136,pa,I-AUTO
4137,chen,I-AUTO
4138,po'i,I-AUTO
4139,sgor,I-AUTO
4140,zhugs,I-AUTO
4141,pa/,I-AUTO
4142,sangs,I-AUTO
4143,rgyas,I-AUTO
4144,la,I-AUTO
4145,shes,I-AUTO
4146,nas,I-AUTO
4147,dad,I-AUTO
4148,pa,I-AUTO
4149,dang,I-AUTO
4150,ldan,I-AUTO
4151,pa,I-AUTO
4152,rnams,I-AUTO
4153,kyis/,I-AUTO
4154,thog,I-AUTO
4155,ma,I-AUTO
4156,nyid,I-AUTO
4157,du,I-AUTO
4158,bcom,I-AUTO
4159,ldan,I-AUTO
4160,'das,I-AUTO
4161,'jam,I-AUTO
4162,dpal,I-AUTO
4163,ye,I-AUTO
4164,shes,I-AUTO
4165,sems,I-AUTO
4166,dpa',I-AUTO
4167,ni/,I-AUTO
4168,phyogs,I-AUTO
4169,bcu'i,I-AUTO
4170,de,I-AUTO
4171,bzhin,I-AUTO
4172,gshegs,I-AUTO
4173,pa,I-AUTO
4174,thams,I-AUTO
4175,cad,I-AUTO
4176,kyi,I-AUTO
4177,bdag,I-AUTO
4178,nyid,I-AUTO
4179,chen,I-AUTO
4180,po//,I-AUTO
4181,de,I-AUTO
4182,dag,I-AUTO
4183,thams,I-AUTO
4184,cad,I-AUTO
4185,kyi,I-AUTO
4186,yon,I-AUTO
4187,tan,I-AUTO
4188,phun,I-AUTO
4189,sum,I-AUTO
4190,tshogs,I-AUTO
4191,pa,I-AUTO
4192,dang,I-AUTO
4193,ldan,I-AUTO
4194,pa/,I-AUTO
4195,sangs,I-AUTO
4196,rgyas,I-AUTO
4197,thams,I-AUTO
4198,cad,I-AUTO
4199,kyi,I-AUTO
4200,thugs,I-AUTO
4201,rje,I-AUTO
4202,dang,I-AUTO
4203,mdzad,I-AUTO
4204,pa,I-AUTO
4205,rgyun,I-AUTO
4206,mi,I-AUTO
4207,'chad,I-AUTO
4208,pas/,I-AUTO
4209,nam,I-AUTO
4210,mkha',I-AUTO
4211,dbyings,I-AUTO
4212,kyi,I-AUTO
4213,mtha',I-AUTO
4214,klas,I-AUTO
4215,pa'i,I-AUTO
4216,sangs,I-AUTO
4217,rgas,I-AUTO
4218,thams,I-AUTO
4219,cad,I-AUTO
4220,kyi,I-AUTO
4221,dgongs,I-AUTO
4222,pa,I-AUTO
4223,sgrub,I-AUTO
4224,cing,I-AUTO
4225,/,I-AUTO
4226,sems,I-AUTO
4227,can,I-AUTO
4228,kyi,I-AUTO
4229,khams,I-AUTO
4230,ma,I-AUTO
4231,lus,I-AUTO
4232,shing,I-AUTO
4233,lus,I-AUTO
4234,pa,I-AUTO
4235,med,I-AUTO
4236,pa,I-AUTO
4237,thams,I-AUTO
4238,cad,I-AUTO
4239,ki,I-AUTO
4240,re,I-AUTO
4241,ba,I-AUTO
4242,yongs,I-AUTO
4243,su,I-AUTO
4244,skong,I-AUTO
4245,ba'i,I-AUTO
4246,phrin,I-AUTO
4247,las,I-AUTO
4248,mdzad,I-AUTO
4249,pa/,I-AUTO
4250,rtag,I-AUTO
4251,tu,I-AUTO
4252,sems,I-AUTO
4253,can,I-AUTO
4254,thams,I-AUTO
4255,cad,I-AUTO
4256,kyi,I-AUTO
4257,mdun,I-AUTO
4258,na,I-AUTO
4259,bzhugs,I-AUTO
4260,pa,I-AUTO
4261,ste//,I-AUTO
4262,de,I-AUTO
4263,bas,I-AUTO
4264,na,I-AUTO
4265,gang,I-AUTO
4266,gis,I-AUTO
4267,'di'i,I-AUTO
4268,mtshan,I-AUTO
4269,brjod,I-AUTO
4270,pa,I-AUTO
4271,de,I-AUTO
4272,la,I-AUTO
4273,ni/,I-AUTO
4274,bskal,I-AUTO
4275,pa,I-AUTO
4276,ganga'i,I-AUTO
4277,klung,I-AUTO
4278,gi,I-AUTO
4279,bye,I-AUTO
4280,ma,I-AUTO
4281,snyed,I-AUTO
4282,du,I-AUTO
4283,sangs,I-AUTO
4284,rgyas,I-AUTO
4285,thams,I-AUTO
4286,cad,I-AUTO
4287,kyi,I-AUTO
4288,mtshan,I-AUTO
4289,brjod,I-AUTO
4290,pas/,I-AUTO
4291,de,I-AUTO
4292,la,I-AUTO
4293,dper,I-AUTO
4294,bzod,I-AUTO
4295,pa,I-AUTO
4296,ma,I-AUTO
4297,yin,I-AUTO
4298,no,I-AUTO
4299,zhes,I-AUTO
4300,dang,I-AUTO
4301,ba'i,I-AUTO
4302,dad,I-AUTO
4303,pa,I-AUTO
4304,dang,I-AUTO
4305,/,I-AUTO
4306,mos,I-AUTO
4307,pas,I-AUTO
4308,mngon,I-AUTO
4309,du,I-AUTO
4310,byas,I-AUTO
4311,te/,I-AUTO
4312,de,I-AUTO
4313,yang,I-AUTO
4314,sems,I-AUTO
4315,can,I-AUTO
4316,thams,I-AUTO
4317,cad,I-AUTO
4318,kyi,I-AUTO
4319,don,I-AUTO
4320,bsgrub,I-AUTO
4321,par,I-AUTO
4322,bya,I-AUTO
4323,ba'i,I-AUTO
4324,phyir,I-AUTO
4325,brjod,I-AUTO
4326,par,I-AUTO
4327,bya'o//,I-AUTO
4328,zhes,I-AUTO
4329,smon,I-AUTO
4330,lam,I-AUTO
4331,gyis,I-AUTO
4332,'phangs,I-AUTO
4333,pa'i,I-AUTO
4334,bsam,I-AUTO
4335,pas/,I-AUTO
4336,byang,I-AUTO
4337,chub,I-AUTO
4338,tu,I-AUTO
4339,sems,I-AUTO
4340,bskyed,I-AUTO
4341,nas,I-AUTO
4342,mtshan,I-AUTO
4343,brjod,I-AUTO
4344,par,I-AUTO
4345,bya'o//,I-AUTO
4346,de,I-AUTO
4347,yang,I-AUTO
4348,mos,I-AUTO
4349,pa'i,I-AUTO
4350,dbang,I-AUTO
4351,gis,I-AUTO
4352,'di,I-AUTO
4353,ltar,I-AUTO
4354,yid,I-AUTO
4355,la,I-AUTO
4356,byed,I-AUTO
4357,pa,I-AUTO
4358,bzhag,I-AUTO
4359,par,I-AUTO
4360,bya,I-AUTO
4361,ste/,I-AUTO
4362,bcom,I-AUTO
4363,ldan,I-AUTO
4364,'das,I-AUTO
4365,'jam,I-AUTO
4366,dpal,I-AUTO
4367,ye,I-AUTO
4368,shes,I-AUTO
4369,sems,I-AUTO
4370,dpa',I-AUTO
4371,ni/,I-AUTO
4372,'di,I-AUTO
4373,lta,I-AUTO
4374,bu'i,I-AUTO
4375,yon,I-AUTO
4376,tan,I-AUTO
4377,can,I-AUTO
4378,rnams,I-AUTO
4379,thams,I-AUTO
4380,cad,I-AUTO
4381,mkhyen,I-AUTO
4382,pa'i,I-AUTO
4383,ye,I-AUTO
4384,shes,I-AUTO
4385,dang,I-AUTO
4386,/,I-AUTO
4387,thugs,I-AUTO
4388,rje,I-AUTO
4389,dang,I-AUTO
4390,byams,I-AUTO
4391,pa'i,I-AUTO
4392,mnga',I-AUTO
4393,bdag,I-AUTO
4394,pas/,I-AUTO
4395,rtag,I-AUTO
4396,tu,I-AUTO
4397,gdul,I-AUTO
4398,bya,I-AUTO
4399,thams,I-AUTO
4400,cad,I-AUTO
4401,kyi,I-AUTO
4402,mdun,I-AUTO
4403,na,I-AUTO
4404,gnas,I-AUTO
4405,pa'i,I-AUTO
4406,phyir/,I-AUTO
4407,bdag,I-AUTO
4408,gis,I-AUTO
4409,de'i,I-AUTO
4410,sku,I-AUTO
4411,khyad,I-AUTO
4412,par,I-AUTO
4413,can,I-AUTO
4414,mdun,I-AUTO
4415,du,I-AUTO
4416,yid,I-AUTO
4417,la,I-AUTO
4418,byas,I-AUTO
4419,kyang,I-AUTO
4420,rung,I-AUTO
4421,ma,I-AUTO
4422,byas,I-AUTO
4423,kyang,I-AUTO
4424,rung,I-AUTO
4425,ste,I-AUTO
4426,rtag,I-AUTO
4427,tu,I-AUTO
4428,mdun,I-AUTO
4429,na,I-AUTO
4430,gnas,I-AUTO
4431,pa'i,I-AUTO
4432,phyir/,I-AUTO
4433,de,I-AUTO
4434,la,I-AUTO
4435,mchod,I-AUTO
4436,pa,I-AUTO
4437,brjod,I-AUTO
4438,pa'i,I-AUTO
4439,don,I-AUTO
4440,du,I-AUTO
4441,bsam,I-AUTO
4442,pa,I-AUTO
4443,g.yeng,I-AUTO
4444,ba,I-AUTO
4445,med,I-AUTO
4446,pas,I-AUTO
4447,mtshan,I-AUTO
4448,brjod,I-AUTO
4449,par,I-AUTO
4450,bya'o//,I-AUTO
4451,gzhan,I-AUTO
4452,du,I-AUTO
4453,na,I-AUTO
4454,bcom,I-AUTO
4455,ldan,I-AUTO
4456,'das,I-AUTO
4457,kyi,I-AUTO
4458,rang,I-AUTO
4459,bzhin,I-AUTO
4460,ni,I-AUTO
4461,de,I-AUTO
4462,lta,I-AUTO
4463,bu,I-AUTO
4464,yin,I-AUTO
4465,mod,I-AUTO
4466,kyi/,I-AUTO
4467,'on,I-AUTO
4468,kyang,I-AUTO
4469,de'i,I-AUTO
4470,sku,I-AUTO
4471,bzang,I-AUTO
4472,po,I-AUTO
4473,khyad,I-AUTO
4474,par,I-AUTO
4475,can,I-AUTO
4476,yid,I-AUTO
4477,la,I-AUTO
4478,byas,I-AUTO
4479,na/,I-AUTO
4480,bdag,I-AUTO
4481,dang,I-AUTO
4482,gzhan,I-AUTO
4483,gyi,I-AUTO
4484,don,I-AUTO
4485,phun,I-AUTO
4486,sum,I-AUTO
4487,tshogs,I-AUTO
4488,pa,I-AUTO
4489,la,I-AUTO
4490,byin,I-AUTO
4491,gyis,I-AUTO
4492,rlobs,I-AUTO
4493,par,I-AUTO
4494,'gyur,I-AUTO
4495,ro,I-AUTO
4496,zhes,I-AUTO
4497,shes,I-AUTO
4498,par,I-AUTO
4499,byas,I-AUTO
4500,nas/,I-AUTO
4501,mdun,I-AUTO
4502,gyi,I-AUTO
4503,nam,I-AUTO
4504,mkha',I-AUTO
4505,la,I-AUTO
4506,rang,I-AUTO
4507,gi,I-AUTO
4508,yid,I-AUTO
4509,las,I-AUTO
4510,sprul,I-AUTO
4511,pa'i,I-AUTO
4512,rin,I-AUTO
4513,po,I-AUTO
4514,che'i,I-AUTO
4515,rang,I-AUTO
4516,bzhin,I-AUTO
4517,gyi,I-AUTO
4518,dpag,I-AUTO
4519,bsam,I-AUTO
4520,gyi,I-AUTO
4521,shing,I-AUTO
4522,chen,I-AUTO
4523,po,I-AUTO
4524,rgyas,I-AUTO
4525,pa'i,I-AUTO
4526,sgrib,I-AUTO
4527,ma,I-AUTO
4528,la/,I-AUTO
4529,rin,I-AUTO
4530,po,I-AUTO
4531,che,I-AUTO
4532,padma'i,I-AUTO
4533,gdan,I-AUTO
4534,dang,I-AUTO
4535,zla,I-AUTO
4536,ba'i,I-AUTO
4537,dkyil,I-AUTO
4538,'khor,I-AUTO
4539,la,I-AUTO
4540,bzhugs,I-AUTO
4541,pa'i,I-AUTO
4542,bcom,I-AUTO
4543,ldan,I-AUTO
4544,'das,I-AUTO
4545,'jam,I-AUTO
4546,dpal,I-AUTO
4547,gzhon,I-AUTO
4548,nu/,I-AUTO
4549,sku,I-AUTO
4550,mdog,I-AUTO
4551,kha,I-AUTO
4552,ba,I-AUTO
4553,la,I-AUTO
4554,gur,I-AUTO
4555,gum,I-AUTO
4556,gtor,I-AUTO
4557,ba,I-AUTO
4558,lta,I-AUTO
4559,bu/,I-AUTO
4560,sna,I-AUTO
4561,tshogs,I-AUTO
4562,kyi,I-AUTO
4563,na,I-AUTO
4564,bza',I-AUTO
4565,mnabs,I-AUTO
4566,pa/,I-AUTO
4567,phyag,I-AUTO
4568,g.yon,I-AUTO
4569,na,I-AUTO
4570,utpala,I-AUTO
4571,sngon,I-AUTO
4572,po,I-AUTO
4573,rgyas,I-AUTO
4574,pa,I-AUTO
4575,bsnams,I-AUTO
4576,pa/,I-AUTO
4577,g.yas,I-AUTO
4578,pas,I-AUTO
4579,mchog,I-AUTO
4580,sbyin,I-AUTO
4581,pa,I-AUTO
4582,can/,I-AUTO
4583,'khor,I-AUTO
4584,los,I-AUTO
4585,bsgyur,I-AUTO
4586,ba'i,I-AUTO
4587,rgyal,I-AUTO
4588,po,I-AUTO
4589,chos,I-AUTO
4590,pa,I-AUTO
4591,ltar,I-AUTO
4592,rgyan,I-AUTO
4593,thams,I-AUTO
4594,cad,I-AUTO
4595,kyis,I-AUTO
4596,brgyan,I-AUTO
4597,pa,I-AUTO
4598,bsam,I-AUTO
4599,ste/,I-AUTO
4600,de'i,I-AUTO
4601,yon,I-AUTO
4602,tan,I-AUTO
4603,mngon,I-AUTO
4604,par,I-AUTO
4605,brjod,I-AUTO
4606,pa'i,I-AUTO
4607,don,I-AUTO
4608,du/,I-AUTO
4609,g.yeng,I-AUTO
4610,ba,I-AUTO
4611,med,I-AUTO
4612,pa'i,I-AUTO
4613,yid,I-AUTO
4614,la,I-AUTO
4615,byed,I-AUTO
4616,pas,I-AUTO
4617,mtshan,I-AUTO
4618,brjod,I-AUTO
4619,par,I-AUTO
4620,bya'o//,I-AUTO
4621,yang,I-AUTO
4622,na,I-AUTO
4623,sku,I-AUTO
4624,mdog,I-AUTO
4625,phyag,I-AUTO
4626,mtshan,I-AUTO
4627,ni,I-AUTO
4628,glegs,I-AUTO
4629,bam,I-AUTO
4630,dang,I-AUTO
4631,/,I-AUTO
4632,ral,I-AUTO
4633,gri,I-AUTO
4634,dang,I-AUTO
4635,/,I-AUTO
4636,chos,I-AUTO
4637,'chad,I-AUTO
4638,la,I-AUTO
4639,sogs,I-AUTO
4640,pa,I-AUTO
4641,dang,I-AUTO
4642,/,I-AUTO
4643,zla,I-AUTO
4644,ba'i,I-AUTO
4645,kha,I-AUTO
4646,dog,I-AUTO
4647,dang,I-AUTO
4648,gser,I-AUTO
4649,btso,I-AUTO
4650,mo'i,I-AUTO
4651,kha,I-AUTO
4652,dog,I-AUTO
4653,la,I-AUTO
4654,sogs,I-AUTO
4655,te/,I-AUTO
4656,ji,I-AUTO
4657,ltar,I-AUTO
4658,mos,I-AUTO
4659,pa,I-AUTO
4660,bzhin,I-AUTO
4661,du,I-AUTO
4662,yid,I-AUTO
4663,la,I-AUTO
4664,bya'o//,I-AUTO
4665,mchod,I-AUTO
4666,par,I-AUTO
4667,brjod,I-AUTO
4668,pa,I-AUTO
4669,rdzogs,I-AUTO
4670,nas,I-AUTO
4671,'dod,I-AUTO
4672,pa'i,I-AUTO
4673,don,I-AUTO
4674,la,I-AUTO
4675,gsol,I-AUTO
4676,ba,I-AUTO
4677,btab,I-AUTO
4678,ste/,I-AUTO
4679,yongs,I-AUTO
4680,su,I-AUTO
4681,dag,I-AUTO
4682,pa'i,I-AUTO
4683,zhing,I-AUTO
4684,khams,I-AUTO
4685,su,I-AUTO
4686,gshegs,I-AUTO
4687,su,I-AUTO
4688,gsol,I-AUTO
4689,nas,I-AUTO
4690,ldang,I-AUTO
4691,bar,I-AUTO
4692,bya'o//,I-AUTO
4693,yang,I-AUTO
4694,na/,I-AUTO
4695,'dul,I-AUTO
4696,ba'i,I-AUTO
4697,dbabg,I-AUTO
4698,gis,I-AUTO
4699,'di,I-AUTO
4700,ltar,I-AUTO
4701,bsam,I-AUTO
4702,par,I-AUTO
4703,bya,I-AUTO
4704,ste/,I-AUTO
4705,bcom,I-AUTO
4706,ldan,I-AUTO
4707,'das,I-AUTO
4708,nyid,I-AUTO
4709,snga,I-AUTO
4710,ma,I-AUTO
4711,bzhin,I-AUTO
4712,du,I-AUTO
4713,bsam,I-AUTO
4714,pa'i,I-AUTO
4715,steng,I-AUTO
4716,gi,I-AUTO
4717,phyogs,I-AUTO
4718,su/,I-AUTO
4719,bcom,I-AUTO
4720,ldan,I-AUTO
4721,'das,I-AUTO
4722,shakya,I-AUTO
4723,thub,I-AUTO
4724,pa,I-AUTO
4725,la,I-AUTO
4726,srtsogs,I-AUTO
4727,pa,I-AUTO
4728,phyogs,I-AUTO
4729,bcu'i,I-AUTO
4730,sangs,I-AUTO
4731,rgyas,I-AUTO
4732,thams,I-AUTO
4733,cad,I-AUTO
4734,rab,I-AUTO
4735,tu,I-AUTO
4736,byung,I-AUTO
4737,ba'i,I-AUTO
4738,tshul,I-AUTO
4739,gyis,I-AUTO
4740,bzhugs,I-AUTO
4741,par,I-AUTO
4742,bsam,I-AUTO
4743,mo//,I-AUTO
4744,de'i,I-AUTO
4745,g.yas,I-AUTO
4746,kyi,I-AUTO
4747,phyogs,I-AUTO
4748,su,I-AUTO
4749,ni,I-AUTO
4750,byang,I-AUTO
4751,chub,I-AUTO
4752,sems,I-AUTO
